dataset,main_question,sub_question,ground_truth,old_correct,new_correct,old_f1,new_f1,old_predicted,new_predicted,old_file,new_file
2wikimqa,"Which film has the director died first, Our Agent Tiger or London Melody?","Which film has the director died first, Our Agent Tiger or London Melody?",London Melody,True,True,0.5,1.0,Answer: London Melody,London Melody,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?","Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?",Seven In The Sun,True,True,0.8,0.030303030303030307,Answer: Seven in the Sun,"1. The director of *Seven in the Sun* is Sergio Bergonzelli, who died on 24 September 2002. 2. *Daughter of the Jungle* (1949 film) does not have its director mentioned in the provided information, but *Daughter of the Jungle* (1982 film) is also not mentioned with a director. However, the question likely refers to *Bomba, the Jungle Boy* (1949), which was directed by Ford Beebe. Ford Beebe's death date is not provided in the given information. 3. Since Sergio Bergonzelli's death date is known a",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died earlier, Il Gaucho or Bomgay?","Which film has the director who died earlier, Il Gaucho or Bomgay?",Bomgay,True,False,0.5,0.15384615384615385,Answer: Bomgay,"1. Determine the directors of the films ""Il Gaucho"" and ""Bomgay."" - ""Il Gaucho"" is not mentioned in the provided documents, so its director cannot be identified from the given information. - ""Bomgay"" is directed by Riyad Vinci Wadia. 2. Determine the death dates of the directors. - Riyad Vinci Wadia, the director of ""Bomgay,"" died on 30 November 2003. 3. Since no information is provided about the director of ""Il Gaucho,"" it is not possible to determine which director died earlier based on the gi",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?","Which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?",The Market Of Souls,True,True,0,0.08,"<think> </think> To determine which film has the director who died earlier, we need to compare the death dates of the directors of *Mayor Muthanna* and *The Market of Souls*. 1. **Director of *Mayor Muthanna*:** - *Mayor Muthanna* was directed by **Siddalingaiah**. - According to the provided information, **Siddalingaiah died on 14 March 2015**. 2. **Director of *The Market of Souls*:** - *The Market of Souls* was directed by **Joe De Grasse**. - According to the provided information, **Joseph D","1. **Director of *Mayor Muthanna*:** Siddalingaiah, who died on **14 March 2015**. 2. **Director of *The Market of Souls*:** Joe De Grasse, who died on **25 May 1940**. 3. **Comparison:** Joe De Grasse died earlier than Siddalingaiah. **Answer:** The Market of Souls",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died earlier, Melody Of The World or Ladies Love Danger?","Which film has the director who died earlier, Melody Of The World or Ladies Love Danger?",Melody Of The World,True,True,0.6666666666666666,0.25,Answer: Melody of the World,"1. Identify the directors of the two films: - ""Melody of the World"" was directed by Walter Ruttmann. - ""Ladies Love Danger"" was directed by H. Bruce Humberstone. 2. Determine the death dates of the directors: - Walter Ruttmann died on 15 July 1941. - H. Bruce Humberstone died on 11 October 1984. 3. Compare the death dates: - Walter Ruttmann died earlier than H. Bruce Humberstone. Answer: Melody of the World",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died earlier, Tiger In The Smoke or Contragolpe?","Which film has the director who died earlier, Tiger In The Smoke or Contragolpe?",Contragolpe,True,True,0,1.0,"<think> </think> To determine which film has the director who died earlier between *Tiger in the Smoke* and *Contragolpe*, we need to identify the directors of each film and their dates of death. 1. **Director of *Tiger in the Smoke***: - *Tiger in the Smoke* is a 1956 British crime film directed by **Roy Ward Baker**. - According to the provided information, there is no mention of Roy Ward Baker's death in the given documents. Therefore, we cannot determine his date of death from the provided m",Contragolpe,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died first, Folgore Division or Sandflow?","Which film has the director who died first, Folgore Division or Sandflow?",Sandflow,True,True,0,0.18181818181818182,"<think> </think> To determine which film has the director who died first, we need to examine the directors of *Folgore Division* and *Sandflow* and their dates of death. 1. **Folgore Division**: - Directed by **Duilio Coletti**. - According to the document, Duilio Coletti died on **22 May 1999**. 2. **Sandflow**: - Directed by **Lesley Selander**. - According to the document, Lesley Selander died on **5 December 1979**. 3. **Comparison**: - Lesley Selander (director of *Sandflow*) died on 5 Dece",1. Determine the directors of *Folgore Division* and *Sandflow*: - *Folgore Division* was directed by **Duilio Coletti**. - *Sandflow* was directed by **Lesley Selander**. 2. Find the death dates of the directors: - **Duilio Coletti** died on **22 May 1999**. - **Lesley Selander** died on **5 December 1979**. 3. Compare the death dates: - Lesley Selander died first (1979) compared to Duilio Coletti (1999). Answer: *Sandflow*,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?","Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?",Henry Goes Arizona,True,True,0,0,<think> </think> Henry Goes Arizona,"1. The director of *Tex and the Lord of the Deep* is Duccio Tessari, who died on 6 September 1994. 2. The director of *Henry Goes Arizona* is Edwin L. Marin, who died on 2 May 1951. 3. Since Edwin L. Marin died first, the film with the director who died first is *Henry Goes Arizona*. Answer: Henry Goes Arizona",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?","Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper'S Price,True,True,0.06779661016949151,1.0,"The Piper's Price was directed by Joseph De Grasse, who died on May 25, 1940. The Blonde from Singapore was directed by Edward Dmytryk, who died on July 1, 1999. Therefore, the film with the director who died first is The Piper's Price.",The Piper's Price,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died first, The Year Of The Rabbit or Monster On The Campus?","Which film has the director who died first, The Year Of The Rabbit or Monster On The Campus?",Monster On The Campus,False,True,0,0,The Year of the Rabbit,"1. Identify the directors of the two films: - ""The Year of the Rabbit"" was directed by Fernando Ayala. - ""Monster on the Campus"" was directed by Jack Arnold. 2. Determine the death dates of the directors: - Fernando Ayala died on 11 September 1997. - Jack Arnold died on 17 March 1992. 3. Compare the death dates: - Jack Arnold died first, in 1992, before Fernando Ayala, who died in 1997. Answer: Monster On The Campus",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?","Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?",La Belle Américaine,False,True,0,0,Answer: The Great Man's Lady,"1. **Identify the directors of the two films:** - *The Great Man's Lady* is directed by **William A. Wellman**. - *La Belle Américaine* is directed by **Robert Dhéry**. 2. **Find the death dates of the directors:** - **William A. Wellman** died on **November 12, 1975**. - **Robert Dhéry** died on **December 3, 2004**. 3. **Compare the death dates:** - Robert Dhéry died later than William A. Wellman. **Answer:** *La Belle Américaine*",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who died later, True To The Navy or No Trees In The Street?","Which film has the director who died later, True To The Navy or No Trees In The Street?",No Trees In The Street,True,True,0,0,"<think> </think> To determine which film has the director who died later, we need to compare the death dates of the directors of ""True to the Navy"" and ""No Trees in the Street."" 1. **True to the Navy**: - Directed by **Frank Tuttle**. - According to the provided information, Frank Tuttle died on **January 6, 1963**. 2. **No Trees in the Street**: - Directed by **J. Lee Thompson**. - The provided information does not explicitly state J. Lee Thompson's death date. However, it is known from general","1. Identify the directors of the two films: - ""True to the Navy"" was directed by Frank Tuttle. - ""No Trees in the Street"" was directed by J. Lee Thompson. 2. Determine the death dates of the directors: - Frank Tuttle died on January 6, 1963. - J. Lee Thompson died on April 13, 2002. 3. Compare the death dates: - J. Lee Thompson died later than Frank Tuttle. Answer: No Trees In The Street",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who is older than the other, Blue Blood And Red or The Longshot?","Which film has the director who is older than the other, Blue Blood And Red or The Longshot?",Blue Blood And Red,True,True,0,0.05882352941176471,"<think> </think> To determine which film has the director who is older, we need to compare the directors of ""Blue Blood and Red"" and ""The Longshot."" 1. **Blue Blood and Red**: - Directed by **Raoul Walsh**. - Raoul Walsh was born on **March 11, 1887**, and died on **December 31, 1980**. 2. **The Longshot**: - Directed by **Paul Bartel**. - Paul Bartel was born on **August 6, 1938**, and died on **May 13, 2000**. 3. **Comparison**: - Raoul Walsh was born in **1887**. - Paul Bartel was born in **1","1. The director of ""Blue Blood and Red"" is Raoul Walsh, who was born on March 11, 1887, and died on December 31, 1980. 2. The director of ""The Longshot"" is Paul Bartel, who was born on August 6, 1938, and died on May 13, 2000. 3. Raoul Walsh was born 51 years earlier than Paul Bartel. Therefore, the film with the director who is older is ""Blue Blood and Red.""",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears?","Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears?",Season Of Strangers,False,True,0,0.02985074626865672,The Yellow Teddy Bears,"1. The director of Season of Strangers is Maya Deren, who was born on May 12, 1917, and died on October 13, 1961. 2. The director of The Yellow Teddy Bears is Robert Hartford-Davis, who was born on July 23, 1923, and died on June 12, 1977. 3. Comparing the birth years, Maya Deren was born in 1917, and Robert Hartford-Davis was born in 1923. 4. Therefore, Maya Deren is older than Robert Hartford-Davis. 5. The film with the director who is older is Season of Strangers. Answer: Season of Strangers",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?","Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?",Tom Mix In Arabia,True,True,0.888888888888889,0,Answer: Tom Mix in Arabia,"1. Determine the directors of the two films: - Space Probe Taurus was directed by Leonard Katzman. - Tom Mix in Arabia was directed by Lynn Reynolds. 2. Determine the birth and death dates of the directors: - Leonard Katzman was born on September 2, 1927, and died on September 5, 1996. - Lynn Reynolds was born on May 7, 1889, and died on February 25, 1927. 3. Compare the ages of the directors: - Lynn Reynolds died in 1927 at the age of 37. - Leonard Katzman died in 1996 at the age of 69. 4. Conc",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born earlier, Dhuen Ki Lakeer or Bomma Borusa?","Which film has the director who was born earlier, Dhuen Ki Lakeer or Bomma Borusa?",Dhuen Ki Lakeer,False,False,0,0,Answer: Bomma Borusa,Bomma Borusa,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?","Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,True,True,0.12903225806451613,0.23529411764705882,"To determine which film has the director who was born earlier between *Khud-Daar* and *Murderer in the Fog*, we need to compare the birth dates of their respective directors. 1. **Director of *Khud-Daar*:** - The film *Khud-Daar* was directed by **Ravi Tandon**. - According to the provided information, Ravi Tandon was born on **17 February 1935**. 2. **Director of *Murderer in the Fog*:** - The film *Murderer in the Fog* was directed by **Eugen York**. - According to the provided information, Eu","1. Determine the birth dates of the directors of Khud-Daar and Murderer in the Fog. - Ravi Tandon, director of Khud-Daar, was born on 17 February 1935. - Eugen York, director of Murderer in the Fog, was born on 26 November 1912. 2. Compare the birth dates. - Eugen York was born earlier than Ravi Tandon. 3. Conclude which film has the director who was born earlier. - Murderer in the Fog has the director who was born earlier. Answer: Murderer in the Fog",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born earlier, The Secret Invasion or The House Of The Seven Hawks?","Which film has the director who was born earlier, The Secret Invasion or The House Of The Seven Hawks?",The House Of The Seven Hawks,False,False,0,0.22222222222222224,Answer: The Secret Invasion,"1. Identify the directors of the two films: - The Secret Invasion is directed by Roger Corman. - The House of the Seven Hawks is not mentioned in the provided documents, so it cannot be analyzed. 2. Determine the birth date of Roger Corman: - Roger Corman was born on April 5, 1926. 3. Since no information is provided about The House of the Seven Hawks or its director, it is not possible to compare the directors' birth dates. Answer: The Secret Invasion",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?","Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?",Hell Up In Harlem,True,True,0.888888888888889,1.0,Answer: Hell Up In Harlem,Hell Up In Harlem,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Perdón, Viejita",False,False,0,0,Answer: Smokey And The Bandit,Smokey And The Bandit,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born first, The Longshots or Station For Two?","Which film has the director who was born first, The Longshots or Station For Two?",Station For Two,True,True,0.8,0.28571428571428575,Answer: Station For Two,"1. Identify the directors of the two films: - The Longshots: Directed by Fred Durst. - Station for Two: Directed by Eldar Ryazanov. 2. Determine the birth dates of the directors: - Fred Durst was born on April 30, 1968. - Eldar Ryazanov was born on November 18, 1927. 3. Compare the birth dates: - Eldar Ryazanov was born 40 years before Fred Durst. 4. Conclusion: - The film with the director who was born first is *Station for Two*. Answer: Station for Two",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?","Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Tombstone Rashomon,True,False,1.0,0,Tombstone Rashomon,Waiting for the Clouds,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?","Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",Wolf Warrior,True,True,0,0.15384615384615385,"<think> </think> To determine which film has the director who was born later between *The Man Is Armed* and *Wolf Warrior*, we need to identify the directors of both films and their birth dates. 1. **The Man Is Armed**: - Director: Franklin Adreon - Birth date: November 18, 1902 - Death date: September 10, 1979 2. **Wolf Warrior**: - Director: Wu Jing - Birth date: April 3, 1974 Comparing the birth dates: - Franklin Adreon was born in 1902. - Wu Jing was born in 1974. Wu Jing was born significan","1. Determine the birth dates of the directors of The Man Is Armed and Wolf Warrior. - The Man Is Armed was directed by Franklin Adreon, who was born on November 18, 1902. - Wolf Warrior was directed by Wu Jing, who was born on April 3, 1974. 2. Compare the birth dates of the two directors. - Franklin Adreon was born in 1902. - Wu Jing was born in 1974. 3. Identify the film with the director who was born later. - Wu Jing, the director of Wolf Warrior, was born later than Franklin Adreon, the dire",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film was released earlier, Forbidden Daughters or The Third Kiss?","Which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,False,False,0,0,Answer: The Third Kiss,1919,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?","Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,False,False,0.28571428571428575,0.3333333333333333,Answer: The Ballad of Josie,The Ballad of Josie,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?","Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,True,False,1.0,0,Prince Of Arcadia,1933,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film was released first, Vacations In Majorca or Dr. Socrates?","Which film was released first, Vacations In Majorca or Dr. Socrates?",Dr. Socrates,True,False,0.8,0,Answer: Dr. Socrates,1935,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
