base_method,example_id,sub_q_idx,chunk_order,chunk_id,chunk_len,residual_count,residual_frac
mean,118,0,11,1,81,38,0.2992125984251969
mean,118,0,3,3,35,1,0.007874015748031496
mean,118,0,12,2,25,25,0.1968503937007874
mean,118,0,4,4,56,5,0.03937007874015748
mean,118,0,5,5,189,1,0.007874015748031496
mean,118,0,0,0,108,8,0.06299212598425197
mean,118,0,1,1,81,12,0.09448818897637795
mean,118,0,6,6,139,1,0.007874015748031496
mean,118,0,2,2,179,3,0.023622047244094488
mean,88,0,9,9,85,35,0.2892561983471074
mean,88,0,10,10,29,29,0.2396694214876033
mean,88,0,4,4,75,7,0.05785123966942149
mean,88,0,8,8,394,5,0.04132231404958678
mean,88,0,5,5,102,4,0.03305785123966942
mean,88,0,0,0,53,4,0.03305785123966942
mean,88,0,1,1,28,20,0.1652892561983471
mean,88,0,2,2,50,12,0.09917355371900827
mean,88,0,3,3,255,5,0.04132231404958678
mean,188,0,8,8,56,7,0.08536585365853659
mean,188,0,2,2,69,7,0.08536585365853659
mean,188,0,9,9,57,8,0.0975609756097561
mean,188,0,10,10,28,28,0.34146341463414637
mean,188,0,3,3,47,1,0.012195121951219513
mean,188,0,4,4,67,5,0.06097560975609756
mean,188,0,5,5,130,1,0.012195121951219513
mean,188,0,0,0,69,17,0.2073170731707317
mean,188,0,6,6,70,8,0.0975609756097561
mean,60,1,4,3,170,1,0.005319148936170213
mean,60,1,5,5,114,1,0.005319148936170213
mean,60,1,11,1,154,17,0.09042553191489362
mean,60,1,12,4,148,30,0.1595744680851064
mean,60,1,1,1,154,17,0.09042553191489362
mean,60,1,2,4,148,10,0.05319148936170213
mean,60,1,3,2,148,15,0.0797872340425532
mean,60,1,13,3,33,33,0.17553191489361702
mean,60,1,6,11,92,1,0.005319148936170213
mean,60,1,10,14,140,31,0.16489361702127658
mean,60,1,0,0,140,31,0.16489361702127658
mean,60,1,8,12,118,1,0.005319148936170213
mean,43,0,8,8,62,6,0.08108108108108109
mean,43,0,3,3,75,6,0.08108108108108109
mean,43,0,6,6,68,1,0.013513513513513514
mean,43,0,1,1,89,8,0.10810810810810811
mean,43,0,4,4,49,6,0.08108108108108109
mean,43,0,0,0,40,10,0.13513513513513514
mean,43,0,2,2,52,5,0.06756756756756757
mean,43,0,9,9,159,4,0.05405405405405406
mean,43,0,7,7,180,3,0.04054054054054054
mean,43,0,10,10,25,25,0.33783783783783783
mean,136,0,5,5,73,1,0.014492753623188406
mean,136,0,7,7,57,3,0.043478260869565216
mean,136,0,0,0,88,13,0.18840579710144928
mean,136,0,9,9,172,1,0.014492753623188406
mean,136,0,10,10,29,29,0.42028985507246375
mean,136,0,3,3,63,4,0.057971014492753624
mean,136,0,8,8,51,5,0.07246376811594203
mean,136,0,2,2,59,1,0.014492753623188406
mean,136,0,6,6,59,3,0.043478260869565216
mean,136,0,1,1,133,8,0.11594202898550725
mean,136,0,4,4,37,1,0.014492753623188406
mean,188,1,10,18,69,14,0.11965811965811966
mean,188,1,2,2,69,12,0.10256410256410256
mean,188,1,3,1,96,2,0.017094017094017096
mean,188,1,9,17,102,1,0.008547008547008548
mean,188,1,4,12,76,6,0.05128205128205128
mean,188,1,0,0,96,25,0.21367521367521367
mean,188,1,5,13,80,2,0.017094017094017096
mean,188,1,11,1,96,16,0.13675213675213677
mean,188,1,6,14,90,5,0.042735042735042736
mean,188,1,12,11,33,33,0.28205128205128205
mean,188,1,7,15,100,1,0.008547008547008548
mean,88,1,8,15,93,14,0.12727272727272726
mean,88,1,5,12,110,6,0.05454545454545454
mean,88,1,4,11,111,3,0.02727272727272727
mean,88,1,9,16,130,1,0.00909090909090909
mean,88,1,10,7,42,42,0.38181818181818183
mean,88,1,0,0,28,20,0.18181818181818182
mean,88,1,1,2,50,16,0.14545454545454545
mean,88,1,6,13,91,2,0.01818181818181818
mean,88,1,2,3,102,4,0.03636363636363636
mean,88,1,7,14,84,2,0.01818181818181818
mean,43,1,10,17,40,2,0.025974025974025976
mean,43,1,11,1,52,13,0.16883116883116883
mean,43,1,12,3,40,2,0.025974025974025976
mean,43,1,13,1,52,9,0.11688311688311688
mean,43,1,14,3,30,30,0.38961038961038963
mean,43,1,0,0,52,18,0.23376623376623376
mean,43,1,1,3,40,2,0.025974025974025976
mean,43,1,3,11,115,1,0.012987012987012988
mean,88,2,6,20,83,9,0.08490566037735849
mean,88,2,2,17,28,7,0.0660377358490566
mean,88,2,3,2,137,1,0.009433962264150943
mean,88,2,10,24,28,17,0.16037735849056603
mean,88,2,0,0,50,15,0.14150943396226415
mean,88,2,11,2,50,26,0.24528301886792453
mean,88,2,12,3,31,31,0.29245283018867924
mean,191,0,8,8,69,23,0.22772277227722773
mean,191,0,9,9,60,28,0.27722772277227725
mean,191,0,10,10,27,27,0.26732673267326734
mean,191,0,0,0,68,3,0.0297029702970297
mean,191,0,1,1,43,7,0.06930693069306931
mean,191,0,2,2,57,8,0.07920792079207921
mean,191,0,3,3,133,1,0.009900990099009901
mean,191,0,7,7,252,4,0.039603960396039604
mean,13,1,1,9,139,4,0.01932367149758454
mean,13,1,11,1,148,85,0.4106280193236715
mean,13,1,2,11,149,1,0.004830917874396135
mean,13,1,0,0,148,31,0.1497584541062802
mean,13,1,12,9,139,48,0.2318840579710145
mean,13,1,5,13,196,6,0.028985507246376812
mean,13,1,13,11,29,29,0.14009661835748793
mean,13,1,3,12,265,1,0.004830917874396135
mean,13,1,6,14,321,1,0.004830917874396135
mean,13,1,10,18,86,1,0.004830917874396135
mean,136,1,11,1,133,30,0.22727272727272727
mean,136,1,7,15,79,6,0.045454545454545456
mean,136,1,12,2,34,34,0.25757575757575757
mean,136,1,0,0,133,19,0.14393939393939395
mean,136,1,9,10,95,1,0.007575757575757576
mean,136,1,4,13,88,5,0.03787878787878788
mean,136,1,1,2,93,23,0.17424242424242425
mean,136,1,10,17,88,6,0.045454545454545456
mean,136,1,5,1,67,7,0.05303030303030303
mean,136,1,2,11,139,1,0.007575757575757576
mean,191,1,2,11,131,19,0.1417910447761194
mean,191,1,10,19,68,1,0.007462686567164179
mean,191,1,3,12,45,3,0.022388059701492536
mean,191,1,11,1,131,71,0.5298507462686567
mean,191,1,12,12,28,28,0.208955223880597
mean,191,1,0,0,133,11,0.08208955223880597
mean,191,1,8,17,121,1,0.007462686567164179
mean,89,0,1,1,138,11,0.1
mean,89,0,9,9,126,19,0.17272727272727273
mean,89,0,2,2,187,1,0.00909090909090909
mean,89,0,10,10,29,29,0.2636363636363636
mean,89,0,6,6,218,2,0.01818181818181818
mean,89,0,7,7,91,22,0.2
mean,89,0,3,3,106,4,0.03636363636363636
mean,89,0,0,0,107,6,0.05454545454545454
mean,89,0,4,4,147,2,0.01818181818181818
mean,89,0,8,8,70,14,0.12727272727272726
mean,161,1,9,5,175,6,0.040268456375838924
mean,161,1,6,11,82,3,0.020134228187919462
mean,161,1,13,3,80,6,0.040268456375838924
mean,161,1,14,4,32,32,0.21476510067114093
mean,161,1,4,4,116,3,0.020134228187919462
mean,161,1,10,6,89,41,0.2751677852348993
mean,161,1,5,9,238,1,0.006711409395973154
mean,161,1,11,1,114,8,0.053691275167785234
mean,161,1,0,0,89,33,0.2214765100671141
mean,161,1,1,1,114,8,0.053691275167785234
mean,161,1,8,12,134,2,0.013422818791946308
mean,161,1,12,2,98,4,0.026845637583892617
mean,161,1,2,2,98,2,0.013422818791946308
mean,44,0,7,7,59,4,0.06896551724137931
mean,44,0,10,10,26,26,0.4482758620689655
mean,44,0,9,9,123,3,0.05172413793103448
mean,44,0,0,0,77,5,0.08620689655172414
mean,44,0,6,6,75,2,0.034482758620689655
mean,44,0,8,8,77,4,0.06896551724137931
mean,44,0,3,3,40,3,0.05172413793103448
mean,44,0,5,5,242,1,0.017241379310344827
mean,44,0,2,2,119,7,0.1206896551724138
mean,44,0,4,4,92,2,0.034482758620689655
mean,44,0,1,1,94,1,0.017241379310344827
mean,89,1,3,1,147,9,0.06766917293233082
mean,89,1,0,0,51,30,0.22556390977443608
mean,89,1,10,18,107,1,0.007518796992481203
mean,89,1,8,16,297,2,0.015037593984962405
mean,89,1,12,2,51,35,0.2631578947368421
mean,89,1,13,11,91,18,0.13533834586466165
mean,89,1,14,8,28,28,0.21052631578947367
mean,89,1,1,11,91,9,0.06766917293233082
mean,89,1,6,14,149,1,0.007518796992481203
mean,14,0,6,6,101,3,0.02631578947368421
mean,14,0,7,7,106,17,0.14912280701754385
mean,14,0,2,2,113,3,0.02631578947368421
mean,14,0,3,3,84,3,0.02631578947368421
mean,14,0,8,8,93,19,0.16666666666666666
mean,14,0,4,4,141,5,0.043859649122807015
mean,14,0,9,9,111,14,0.12280701754385964
mean,14,0,0,0,144,1,0.008771929824561403
mean,14,0,10,10,40,40,0.3508771929824561
mean,14,0,5,5,93,2,0.017543859649122806
mean,14,0,1,1,71,7,0.06140350877192982
mean,138,0,8,8,307,8,0.058394160583941604
mean,138,0,2,2,105,4,0.029197080291970802
mean,138,0,3,3,245,7,0.051094890510948905
mean,138,0,5,5,161,7,0.051094890510948905
mean,138,0,6,6,65,2,0.014598540145985401
mean,138,0,10,10,25,25,0.18248175182481752
mean,138,0,7,7,296,8,0.058394160583941604
mean,138,0,9,9,87,22,0.16058394160583941
mean,138,0,0,0,83,28,0.20437956204379562
mean,138,0,4,4,134,4,0.029197080291970802
mean,138,0,1,1,83,22,0.16058394160583941
mean,119,0,5,5,89,4,0.029197080291970802
mean,119,0,9,9,117,34,0.24817518248175183
mean,119,0,6,6,203,4,0.029197080291970802
mean,119,0,10,10,37,37,0.27007299270072993
mean,119,0,3,3,170,2,0.014598540145985401
mean,119,0,7,7,72,12,0.08759124087591241
mean,119,0,0,0,68,21,0.15328467153284672
mean,119,0,8,8,227,2,0.014598540145985401
mean,119,0,4,4,141,6,0.043795620437956206
mean,119,0,1,1,138,12,0.08759124087591241
mean,119,0,2,2,186,3,0.021897810218978103
mean,162,0,10,10,115,35,0.26717557251908397
mean,162,0,11,1,142,29,0.22137404580152673
mean,162,0,2,2,139,2,0.015267175572519083
mean,162,0,7,7,119,1,0.007633587786259542
mean,162,0,8,8,167,1,0.007633587786259542
mean,162,0,12,2,33,33,0.25190839694656486
mean,162,0,4,4,37,3,0.022900763358778626
mean,162,0,0,0,115,11,0.08396946564885496
mean,162,0,5,5,108,1,0.007633587786259542
mean,162,0,6,6,119,2,0.015267175572519083
mean,162,0,1,1,142,13,0.09923664122137404
mean,14,1,8,6,51,2,0.014285714285714285
mean,14,1,5,13,394,5,0.03571428571428571
mean,14,1,9,16,98,1,0.007142857142857143
mean,14,1,12,4,47,36,0.2571428571428571
mean,14,1,3,1,95,2,0.014285714285714285
mean,14,1,7,15,93,10,0.07142857142857142
mean,14,1,4,12,210,4,0.02857142857142857
mean,14,1,10,17,144,6,0.04285714285714286
mean,14,1,6,14,168,6,0.04285714285714286
mean,14,1,0,0,47,21,0.15
mean,14,1,11,1,84,14,0.1
mean,14,1,1,11,106,5,0.03571428571428571
mean,14,1,13,11,28,28,0.2
mean,44,1,8,8,172,1,0.010752688172043012
mean,44,1,3,6,40,19,0.20430107526881722
mean,44,1,9,14,150,11,0.11827956989247312
mean,44,1,0,0,77,5,0.053763440860215055
mean,44,1,5,3,92,1,0.010752688172043012
mean,44,1,1,1,62,17,0.1827956989247312
mean,44,1,10,15,30,30,0.3225806451612903
mean,44,1,6,5,94,5,0.053763440860215055
mean,44,1,2,11,242,1,0.010752688172043012
mean,44,1,7,13,59,3,0.03225806451612903
mean,90,0,5,5,129,3,0.01775147928994083
mean,90,0,2,2,103,13,0.07692307692307693
mean,90,0,6,6,202,4,0.023668639053254437
mean,90,0,9,9,229,61,0.3609467455621302
mean,90,0,3,3,188,7,0.04142011834319527
mean,90,0,0,0,101,29,0.17159763313609466
mean,90,0,10,10,27,27,0.15976331360946747
mean,90,0,7,7,138,9,0.05325443786982249
mean,90,0,1,1,206,7,0.04142011834319527
mean,90,0,8,8,188,4,0.023668639053254437
mean,90,0,4,4,136,5,0.029585798816568046
mean,138,1,2,1,161,6,0.03870967741935484
mean,138,1,11,1,87,33,0.2129032258064516
mean,138,1,12,11,83,14,0.09032258064516129
mean,138,1,13,1,87,17,0.10967741935483871
mean,138,1,3,6,166,1,0.0064516129032258064
mean,138,1,14,11,28,28,0.18064516129032257
mean,138,1,4,12,123,2,0.012903225806451613
mean,138,1,0,0,87,26,0.16774193548387098
mean,138,1,10,18,83,20,0.12903225806451613
mean,138,1,1,11,83,8,0.05161290322580645
mean,119,1,8,17,112,1,0.008771929824561403
mean,119,1,0,0,82,22,0.19298245614035087
mean,119,1,10,19,68,2,0.017543859649122806
mean,119,1,11,1,82,46,0.40350877192982454
mean,119,1,1,11,95,10,0.08771929824561403
mean,119,1,12,11,27,27,0.23684210526315788
mean,119,1,2,12,43,6,0.05263157894736842
mean,63,0,5,5,135,7,0.06140350877192982
mean,63,0,6,6,169,7,0.06140350877192982
mean,63,0,2,2,92,11,0.09649122807017543
mean,63,0,8,8,292,6,0.05263157894736842
mean,63,0,9,9,85,23,0.20175438596491227
mean,63,0,3,3,88,2,0.017543859649122806
mean,63,0,7,7,162,10,0.08771929824561403
mean,63,0,10,10,27,27,0.23684210526315788
mean,63,0,4,4,145,1,0.008771929824561403
mean,63,0,0,0,60,13,0.11403508771929824
mean,63,0,1,1,244,7,0.06140350877192982
mean,15,0,6,6,53,4,0.05555555555555555
mean,15,0,8,8,33,4,0.05555555555555555
mean,15,0,9,9,49,15,0.20833333333333334
mean,15,0,0,0,89,11,0.1527777777777778
mean,15,0,3,3,40,2,0.027777777777777776
mean,15,0,7,7,50,5,0.06944444444444445
mean,15,0,10,10,27,27,0.375
mean,15,0,5,5,68,1,0.013888888888888888
mean,15,0,2,2,82,2,0.027777777777777776
mean,15,0,1,1,104,1,0.013888888888888888
mean,120,0,0,0,267,27,0.14754098360655737
mean,120,0,4,4,164,14,0.07650273224043716
mean,120,0,1,1,87,1,0.00546448087431694
mean,120,0,10,10,267,13,0.07103825136612021
mean,120,0,6,6,307,17,0.09289617486338798
mean,120,0,5,5,264,23,0.12568306010928962
mean,120,0,2,2,140,16,0.08743169398907104
mean,120,0,7,7,160,11,0.060109289617486336
mean,120,0,11,1,140,15,0.08196721311475409
mean,120,0,3,3,203,8,0.04371584699453552
mean,120,0,8,8,102,5,0.0273224043715847
mean,120,0,12,3,33,33,0.18032786885245902
mean,44,2,0,0,77,4,0.032520325203252036
mean,44,2,4,16,86,6,0.04878048780487805
mean,44,2,11,1,62,40,0.3252032520325203
mean,44,2,9,20,94,5,0.04065040650406504
mean,44,2,10,13,77,13,0.10569105691056911
mean,44,2,12,11,27,27,0.21951219512195122
mean,44,2,1,1,62,26,0.21138211382113822
mean,44,2,5,17,242,1,0.008130081300813009
mean,44,2,2,11,172,1,0.008130081300813009
mean,141,0,9,9,123,30,0.410958904109589
mean,141,0,7,7,92,2,0.0273972602739726
mean,141,0,10,10,32,32,0.4383561643835616
mean,141,0,8,8,100,2,0.0273972602739726
mean,141,0,0,0,139,3,0.0410958904109589
mean,141,0,1,1,42,1,0.0136986301369863
mean,141,0,3,3,99,3,0.0410958904109589
mean,163,0,9,9,126,22,0.16666666666666666
mean,163,0,10,10,30,30,0.22727272727272727
mean,163,0,1,1,113,12,0.09090909090909091
mean,163,0,2,2,102,2,0.015151515151515152
mean,163,0,3,3,184,7,0.05303030303030303
mean,163,0,7,7,153,3,0.022727272727272728
mean,163,0,0,0,170,28,0.21212121212121213
mean,163,0,8,8,88,23,0.17424242424242425
mean,163,0,4,4,57,1,0.007575757575757576
mean,163,0,5,5,109,2,0.015151515151515152
mean,163,0,6,6,179,2,0.015151515151515152
mean,90,1,1,10,103,12,0.10084033613445378
mean,90,1,5,2,101,4,0.03361344537815126
mean,90,1,2,3,79,18,0.15126050420168066
mean,90,1,7,13,109,1,0.008403361344537815
mean,90,1,3,11,77,8,0.06722689075630252
mean,90,1,0,0,229,39,0.3277310924369748
mean,90,1,10,5,32,32,0.2689075630252101
mean,90,1,4,12,206,3,0.025210084033613446
mean,90,1,9,15,136,2,0.01680672268907563
mean,63,1,10,19,60,6,0.07692307692307693
mean,63,1,11,1,45,23,0.2948717948717949
mean,63,1,12,11,29,29,0.3717948717948718
mean,63,1,0,0,45,20,0.2564102564102564
mean,141,1,2,10,139,2,0.013422818791946308
mean,141,1,10,17,139,6,0.040268456375838924
mean,141,1,11,1,123,56,0.37583892617449666
mean,141,1,7,14,184,1,0.006711409395973154
mean,141,1,12,10,29,29,0.19463087248322147
mean,141,1,3,1,99,1,0.006711409395973154
mean,141,1,0,0,92,41,0.2751677852348993
mean,141,1,8,15,55,1,0.006711409395973154
mean,141,1,9,16,122,1,0.006711409395973154
mean,141,1,1,11,123,11,0.0738255033557047
mean,15,1,3,12,127,5,0.037037037037037035
mean,15,1,4,13,47,1,0.007407407407407408
mean,15,1,10,19,89,6,0.044444444444444446
mean,15,1,0,0,70,32,0.23703703703703705
mean,15,1,11,1,70,40,0.2962962962962963
mean,15,1,1,11,89,5,0.037037037037037035
mean,15,1,12,11,32,32,0.23703703703703705
mean,15,1,2,1,89,14,0.1037037037037037
mean,64,0,3,3,37,1,0.011627906976744186
mean,64,0,9,9,113,33,0.38372093023255816
mean,64,0,4,4,67,2,0.023255813953488372
mean,64,0,10,10,31,31,0.36046511627906974
mean,64,0,0,0,71,10,0.11627906976744186
mean,64,0,7,7,92,3,0.03488372093023256
mean,64,0,1,1,72,1,0.011627906976744186
mean,64,0,8,8,186,3,0.03488372093023256
mean,64,0,2,2,130,2,0.023255813953488372
mean,142,0,9,9,155,12,0.0736196319018405
mean,142,0,10,10,31,31,0.1901840490797546
mean,142,0,1,1,140,11,0.06748466257668712
mean,142,0,4,4,72,13,0.07975460122699386
mean,142,0,5,5,146,14,0.08588957055214724
mean,142,0,2,2,213,15,0.09202453987730061
mean,142,0,8,8,202,18,0.11042944785276074
mean,142,0,6,6,204,2,0.012269938650306749
mean,142,0,0,0,263,30,0.18404907975460122
mean,142,0,3,3,162,15,0.09202453987730061
mean,142,0,7,7,233,2,0.012269938650306749
mean,163,1,10,18,170,20,0.12578616352201258
mean,163,1,11,1,113,55,0.34591194968553457
mean,163,1,4,12,322,7,0.0440251572327044
mean,163,1,1,1,113,23,0.14465408805031446
mean,163,1,12,2,32,32,0.20125786163522014
mean,163,1,8,16,122,5,0.031446540880503145
mean,163,1,5,13,83,1,0.006289308176100629
mean,163,1,3,11,151,4,0.025157232704402517
mean,163,1,0,0,170,12,0.07547169811320754
mean,45,0,1,1,184,7,0.056
mean,45,0,2,2,97,8,0.064
mean,45,0,3,3,209,2,0.016
mean,45,0,6,6,96,6,0.048
mean,45,0,9,9,73,38,0.304
mean,45,0,7,7,149,8,0.064
mean,45,0,10,10,27,27,0.216
mean,45,0,0,0,104,15,0.12
mean,45,0,4,4,77,9,0.072
mean,45,0,8,8,296,5,0.04
mean,142,1,1,11,72,14,0.0707070707070707
mean,142,1,12,4,201,28,0.1414141414141414
mean,142,1,10,14,263,12,0.06060606060606061
mean,142,1,4,3,233,34,0.1717171717171717
mean,142,1,7,4,132,24,0.12121212121212122
mean,142,1,13,11,42,42,0.21212121212121213
mean,142,1,2,5,263,1,0.005050505050505051
mean,142,1,8,12,112,6,0.030303030303030304
mean,142,1,11,1,162,4,0.020202020202020204
mean,142,1,5,8,140,1,0.005050505050505051
mean,142,1,0,0,201,20,0.10101010101010101
mean,142,1,9,13,181,3,0.015151515151515152
mean,142,1,3,1,213,5,0.025252525252525252
mean,142,1,6,2,162,4,0.020202020202020204
mean,16,0,1,1,138,35,0.22727272727272727
mean,16,0,2,2,198,34,0.22077922077922077
mean,16,0,9,9,111,11,0.07142857142857142
mean,16,0,5,5,75,3,0.01948051948051948
mean,16,0,10,10,32,32,0.2077922077922078
mean,16,0,0,0,225,32,0.2077922077922078
mean,16,0,3,3,183,6,0.03896103896103896
mean,16,0,6,6,195,1,0.006493506493506494
mean,64,1,8,17,153,10,0.1
mean,64,1,10,19,71,10,0.1
mean,64,1,6,15,64,2,0.02
mean,64,1,0,0,64,18,0.18
mean,64,1,11,1,64,28,0.28
mean,64,1,7,16,173,1,0.01
mean,64,1,12,11,31,31,0.31
mean,90,2,14,12,44,44,0.20952380952380953
mean,90,2,1,12,229,35,0.16666666666666666
mean,90,2,2,10,103,8,0.0380952380952381
mean,90,2,10,2,101,4,0.01904761904761905
mean,90,2,6,14,79,4,0.01904761904761905
mean,90,2,11,1,229,47,0.22380952380952382
mean,90,2,3,3,101,3,0.014285714285714285
mean,90,2,0,0,77,22,0.10476190476190476
mean,90,2,12,10,103,12,0.05714285714285714
mean,90,2,5,13,109,1,0.004761904761904762
mean,90,2,13,3,77,30,0.14285714285714285
mean,121,0,9,9,205,64,0.3657142857142857
mean,121,0,1,1,325,11,0.06285714285714286
mean,121,0,10,10,28,28,0.16
mean,121,0,8,8,168,9,0.05142857142857143
mean,121,0,4,4,84,2,0.011428571428571429
mean,121,0,5,5,190,7,0.04
mean,121,0,0,0,100,47,0.26857142857142857
mean,121,0,3,3,270,3,0.017142857142857144
mean,121,0,6,6,120,4,0.022857142857142857
mean,164,0,2,2,102,5,0.036231884057971016
mean,164,0,3,3,216,5,0.036231884057971016
mean,164,0,7,7,235,12,0.08695652173913043
mean,164,0,8,8,213,5,0.036231884057971016
mean,164,0,5,5,246,6,0.043478260869565216
mean,164,0,10,10,31,31,0.2246376811594203
mean,164,0,1,1,101,12,0.08695652173913043
mean,164,0,6,6,202,2,0.014492753623188406
mean,164,0,4,4,150,4,0.028985507246376812
mean,164,0,9,9,153,31,0.2246376811594203
mean,164,0,0,0,63,25,0.18115942028985507
mean,16,1,4,2,225,3,0.011673151750972763
mean,16,1,10,14,225,4,0.01556420233463035
mean,16,1,12,2,198,92,0.35797665369649806
mean,16,1,6,11,161,7,0.027237354085603113
mean,16,1,8,13,162,4,0.01556420233463035
mean,16,1,11,1,138,5,0.019455252918287938
mean,16,1,0,0,198,92,0.35797665369649806
mean,16,1,2,4,75,10,0.038910505836575876
mean,16,1,13,3,34,34,0.13229571984435798
mean,16,1,3,6,138,1,0.0038910505836575876
mean,16,1,1,3,183,5,0.019455252918287938
mean,45,1,12,3,107,9,0.072
mean,45,1,13,13,34,34,0.272
mean,45,1,3,12,97,10,0.08
mean,45,1,4,3,107,1,0.008
mean,45,1,10,16,104,19,0.152
mean,45,1,2,11,92,1,0.008
mean,45,1,0,0,104,14,0.112
mean,45,1,11,1,97,31,0.248
mean,45,1,1,1,179,3,0.024
mean,45,1,8,2,149,3,0.024
mean,66,0,1,1,147,13,0.08125
mean,66,0,2,2,173,8,0.05
mean,66,0,10,10,147,35,0.21875
mean,66,0,12,4,35,35,0.21875
mean,66,0,11,2,111,35,0.21875
mean,66,0,3,3,111,10,0.0625
mean,66,0,0,0,126,18,0.1125
mean,66,0,4,4,70,1,0.00625
mean,66,0,5,5,122,2,0.0125
mean,66,0,9,9,107,3,0.01875
mean,164,1,11,1,246,37,0.16371681415929204
mean,164,1,6,14,202,6,0.02654867256637168
mean,164,1,9,17,221,2,0.008849557522123894
mean,164,1,12,6,235,21,0.09292035398230089
mean,164,1,2,12,246,13,0.05752212389380531
mean,164,1,3,6,235,18,0.07964601769911504
mean,164,1,7,15,179,1,0.004424778761061947
mean,164,1,1,11,368,16,0.07079646017699115
mean,164,1,10,18,63,13,0.05752212389380531
mean,164,1,13,8,33,33,0.14601769911504425
mean,164,1,0,0,182,27,0.11946902654867257
mean,164,1,4,8,93,13,0.05752212389380531
mean,164,1,8,16,153,12,0.05309734513274336
mean,164,1,5,13,100,14,0.061946902654867256
mean,121,1,7,2,75,1,0.0056179775280898875
mean,121,1,11,1,164,62,0.34831460674157305
mean,121,1,5,15,188,2,0.011235955056179775
mean,121,1,2,12,110,9,0.05056179775280899
mean,121,1,1,11,156,19,0.10674157303370786
mean,121,1,8,17,149,5,0.028089887640449437
mean,121,1,12,11,34,34,0.19101123595505617
mean,121,1,0,0,164,43,0.24157303370786518
mean,121,1,3,13,155,1,0.0056179775280898875
mean,121,1,4,14,129,1,0.0056179775280898875
mean,121,1,10,19,100,1,0.0056179775280898875
mean,17,0,9,9,88,34,0.2537313432835821
mean,17,0,10,10,32,32,0.23880597014925373
mean,17,0,2,2,78,27,0.20149253731343283
mean,17,0,0,0,114,8,0.05970149253731343
mean,17,0,3,3,90,2,0.014925373134328358
mean,17,0,4,4,72,10,0.07462686567164178
mean,17,0,7,7,65,6,0.04477611940298507
mean,17,0,5,5,232,5,0.03731343283582089
mean,17,0,8,8,170,7,0.05223880597014925
mean,17,0,1,1,285,3,0.022388059701492536
mean,46,0,8,8,170,13,0.08552631578947369
mean,46,0,5,5,72,16,0.10526315789473684
mean,46,0,6,6,221,1,0.006578947368421052
mean,46,0,1,1,285,16,0.10526315789473684
mean,46,0,9,9,131,14,0.09210526315789473
mean,46,0,2,2,114,6,0.039473684210526314
mean,46,0,7,7,232,7,0.046052631578947366
mean,46,0,10,10,32,32,0.21052631578947367
mean,46,0,0,0,127,9,0.05921052631578947
mean,46,0,3,3,78,32,0.21052631578947367
mean,46,0,4,4,90,6,0.039473684210526314
mean,17,1,12,3,72,7,0.04895104895104895
mean,17,1,2,4,116,8,0.055944055944055944
mean,17,1,5,5,127,7,0.04895104895104895
mean,17,1,13,5,114,34,0.23776223776223776
mean,17,1,6,12,78,7,0.04895104895104895
mean,17,1,3,11,285,3,0.02097902097902098
mean,17,1,10,14,285,5,0.03496503496503497
mean,17,1,14,1,34,34,0.23776223776223776
mean,17,1,8,8,214,3,0.02097902097902098
mean,17,1,0,0,114,15,0.1048951048951049
mean,17,1,4,2,72,8,0.055944055944055944
mean,17,1,1,1,90,8,0.055944055944055944
mean,17,1,9,13,226,1,0.006993006993006993
mean,17,1,11,2,78,3,0.02097902097902098
mean,68,0,7,7,51,5,0.058823529411764705
mean,68,0,8,8,125,2,0.023529411764705882
mean,68,0,3,3,91,2,0.023529411764705882
mean,68,0,4,4,90,1,0.011764705882352941
mean,68,0,9,9,112,7,0.08235294117647059
mean,68,0,5,5,161,15,0.17647058823529413
mean,68,0,10,10,25,25,0.29411764705882354
mean,68,0,0,0,103,15,0.17647058823529413
mean,68,0,1,1,53,7,0.08235294117647059
mean,68,0,6,6,101,4,0.047058823529411764
mean,68,0,2,2,139,2,0.023529411764705882
mean,91,0,3,3,175,2,0.024390243902439025
mean,91,0,8,8,71,4,0.04878048780487805
mean,91,0,9,9,119,14,0.17073170731707318
mean,91,0,4,4,88,1,0.012195121951219513
mean,91,0,10,10,30,30,0.36585365853658536
mean,91,0,5,5,86,3,0.036585365853658534
mean,91,0,0,0,95,7,0.08536585365853659
mean,91,0,6,6,99,5,0.06097560975609756
mean,91,0,1,1,65,6,0.07317073170731707
mean,91,0,2,2,71,8,0.0975609756097561
mean,91,0,7,7,115,2,0.024390243902439025
mean,46,1,12,4,72,7,0.04093567251461988
mean,46,1,2,5,116,7,0.04093567251461988
mean,46,1,5,6,127,8,0.04678362573099415
mean,46,1,13,6,114,50,0.29239766081871343
mean,46,1,6,12,78,7,0.04093567251461988
mean,46,1,10,15,285,4,0.023391812865497075
mean,46,1,14,3,34,34,0.19883040935672514
mean,46,1,3,11,285,2,0.011695906432748537
mean,46,1,0,0,114,30,0.17543859649122806
mean,46,1,4,2,72,8,0.04678362573099415
mean,46,1,8,13,214,2,0.011695906432748537
mean,46,1,1,3,90,8,0.04678362573099415
mean,46,1,9,14,226,1,0.005847953216374269
mean,46,1,11,2,78,3,0.017543859649122806
mean,165,0,5,5,100,5,0.032679738562091505
mean,165,0,2,2,77,13,0.08496732026143791
mean,165,0,9,9,203,2,0.013071895424836602
mean,165,0,3,3,216,2,0.013071895424836602
