mode,row_id,main_question,sub_question,ground_truth,strict_kv_correct,mode_correct,strict_kv_predicted,mode_predicted
true_rate0_no_doc_recompute,60,Bancroft's county borders what county?,Where is Bancroft located?,"Bancroft is located in Ontario, Canada.",True,True,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada. It is home to North Hastings High School, which serves students in the northern portion of Hastings County and is part of the Hastings and Prince Edward District School Board."
true_rate0_no_doc_recompute,62,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,Renfrew County and Haliburton County border Hastings County in Ontario.,True,True,"Renfrew County, Haliburton County",Renfrew County and Haliburton County
true_rate0_no_doc_recompute,66,Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,True,True,Colin Firth,George VI was played by Colin Firth in the film 'The King's Speech'.
true_rate0_no_doc_recompute,67,When was John's eldest son crowned?,Who is John's eldest son?,Henry III,False,False,"John III, Margrave of Brandenburg-Salzwedel","John's eldest son is John III, Margrave of Brandenburg-Salzwedel, nicknamed ""John from Prague""."
true_rate0_no_doc_recompute,72,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,What character did Geena Davis play in the movie A League of Their Own?,Geena Davis played the character Dottie Hinson.,True,False,Dottie Hinson,Thelma
true_rate0_no_doc_recompute,78,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Which character did Geena Davis play in the movie 'A League of Their Own'?,Geena Davis played the character Dottie Hinson.,True,False,Dottie Hinson,Thelma
true_rate0_no_doc_recompute,79,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?","Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn","The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.",True,False,"Yeh Raaste Hain Pyaar Ke, Dil Kya Karega","Yeh Raaste Hain Pyaar Ke, Dil Kya Kare"
true_rate0_no_doc_recompute,81,In which district was Ernie Watts born?,Where was Ernie Watts born?,Woolhampton in Berkshire,True,True,Woolhampton in Berkshire,Berkshire
true_rate0_no_doc_recompute,85,Who was married to the star of No Escape?,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",Valerie Hobson was married to John Profumo.,False,True,无法确定，因为提供的信息中没有提到这些演员的婚姻状况或他们的配偶。,"user
Answer: Valerie Hobson was married to John Profumo, who was a former British government minister."
true_rate0_no_doc_recompute,87,Who is the other child of Chian Hsiao-chang's father?,What are all the children of Chiang Ching-kuo?,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.",True,False,"Chiang Hsiao-wen, Chiang Hsiao-wen's younger sister Hsiao-chang, Chiang Hsiao-wen's two younger brothers Hsiao-wu and Hsiao-yung, Chiang Hsiao-wen's two half-brothers Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-wen's siblings Hsiao-wen, Hsiao-chang, Hsiao-wu, Hsiao-yung, and half-brothers Winston Chang and John Chiang."
true_rate0_no_doc_recompute,99,What film features Anil Devgan's sibling?,Who is Anil Devgan's sibling?,Anil Devgan's sibling is Ajay Devgan.,True,False,Ajay Devgan,brother
true_rate0_no_doc_recompute,100,What film features Anil Devgan's sibling?,Which films feature Ajay Devgan?,"The films featuring Ajay Devgan are: U Me Aur Hum, Yeh Raaste Hain Pyaar Ke, and Dil Kya Kare.",False,False,"U Me Aur Hum, Dil Kya Kare, Raju Chacha, Blackmail (2005 film)","U Me Aur Hum, Dil Kya Kare"
true_rate0_no_doc_recompute,104,What award was received by the person who authored Missing Person?,Who is the author of Missing Person?,Patrick Modiano,True,False,Patrick Modiano,Melissa Marr
true_rate0_no_doc_recompute,106,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,Who are the cast members of the movie U Me Aur Hum?,"The cast includes Ajay Devgan, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, and Divya Dutta.",False,False,"Ajay Devgn, Mahima Chaudhry, Kajol, and Chandrachur Singh starred in the movie U Me Aur Hum.","Ajay Devgn, Mahima Chaudhry, Kajol and Chandrachur Singh"
true_rate0_no_doc_recompute,107,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,Which Bollywood movies feature both Preity Zinta and Madhuri Dixit in their cast?,The only Bollywood movie featuring both Preity Zinta and Madhuri Dixit is 'Yeh Raaste Hain Pyaar Ke'.,False,False,Diya Aur Toofan (1995 film),"Document: Pyar Ka Devta () is a 1991 Indian drama film directed by Kovelamudi Bapayya, starring Ajay Devgn, Madhuri Dixit, Kajol, and Chandrachur Singh in lead roles. There is no direct mention of Preity Zinta in the provided document. Therefore, based on the given information, we cannot determine if there is a Bollywood movie featuring both Preity Zinta and Madhuri Dixit in their cast. The provided documents do not contain this specific information."
true_rate0_no_doc_recompute,109,Who married the publisher of abolitionist newspaper The North Star?,Who was Frederick Douglass married to?,Frederick Douglass was married first to Anna Murray Douglass and second to Helen Pitts Douglass.,False,False,Helen Pitts,"Helen Pitts Document: Helen Pitts Douglass (1838–1903) was an American suffragist and abolitionist, known for being the second wife of Frederick Douglass."
true_rate0_no_doc_recompute,111,What political party does the person that Adversary in the House is based on a member of?,What political party did Eugene V. Debs belong to?,Eugene V. Debs belonged to the Socialist Party of America.,True,True,Socialist Party,Socialist Party of America
true_rate0_no_doc_recompute,113,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,What specific political event or circumstance caused Robert Menzies to become Prime Minister of Australia?,"Robert Menzies became Prime Minister following the death of the incumbent Prime Minister, Joseph Lyons, in 1939.",False,True,"Menzies became Prime Minister after defeating the Labor government of Ben Chifley in 1949, partly due to Labor's proposal to nationalize banks and following a crippling coal strike led by the Australian Communist Party.","Menzies became Prime Minister after Joseph Lyons' death in 1939, when he assumed the Prime Ministership on the eve of World War II."
true_rate0_no_doc_recompute,116,The Nicole and Natalie album's band is named after who?,What is the name of the band that released the album 'Nicole and Natalie'?,Nina Sky,False,True,Nicole and Natalie,Nicole and Natalie is the second studio album by the American female duo Nina Sky.
true_rate0_no_doc_recompute,117,Of which river is the river Kichi Sipi Bridge crosses a tributary?,Which river does the Kichi Sipi Bridge cross?,The Kichi Sipi Bridge crosses the Nelson River.,True,True,The Nelson River,The Kichi Sipi Bridge crosses the Nelson River.
true_rate0_no_doc_recompute,118,Of which river is the river Kichi Sipi Bridge crosses a tributary?,Into which larger river does the Nelson River flow as a tributary?,"The Nelson River flows directly into Hudson Bay, not into a larger river as a tributary.",False,False,The Nelson River flows as a tributary into the Hudson Bay.,The Nelson River flows as a tributary into the Fraser River.
true_rate0_no_doc_recompute,119,Who is the child of the actor who is a cast member of Love in Pawn?,Who are the cast members of Love in Pawn?,Bernard Braden and Barbara Kelly,True,False,Bernard Braden and Barbara Kelly,"Bernard Braden, Barbara Kelly, Delfine Bafort, Sage Stallone, Lisa Love, Hope Tomaselli"
true_rate0_no_doc_recompute,120,Who is the child of the actor who is a cast member of Love in Pawn?,Which of the cast members of 'Love in Pawn' (Bernard Braden and Barbara Kelly) are actors?,Both Bernard Braden and Barbara Kelly are actors.,True,True,Bernard Braden and Barbara Kelly,Bernard Braden and Barbara Kelly are actors.
true_rate0_no_doc_recompute,121,Who is the child of the actor who is a cast member of Love in Pawn?,Who is the child of Bernard Braden or Barbara Kelly?,Kim Braden is the daughter of Bernard Braden and Barbara Kelly.,False,True,Abigail Rokison,"Document: B-And-B was a British sitcom starring Bernard Braden, his wife Barbara Kelly, and their daughter Kim Braden."
true_rate0_no_doc_recompute,122,Who is the spouse of the first nominated African American presidential candidate?,Who was the first nominated African American presidential candidate?,"Frederick Douglass was the first African American to be nominated as a presidential candidate, receiving one vote at the 1888 Republican National Convention.",True,False,"Frederick Douglass was invited to speak at the Republican National Convention in 1888 and received one vote, making him the first nominated African American presidential candidate, though he was not a serious candidate in contemporary terms.",Barack Obama
true_rate0_no_doc_recompute,124,What event caused the founder of Australia's liberal party to become Prime Minister?,Who founded the Liberal Party of Australia?,Robert Menzies founded the Liberal Party of Australia.,False,False,Joseph Lyons,"Joseph Lyons founded the Liberal Party of Australia, as it was formed as a new conservative alliance in 1931 with Lyons as its leader."
true_rate0_no_doc_recompute,125,What event caused the founder of Australia's liberal party to become Prime Minister?,When did Robert Menzies serve as Prime Minister of Australia?,"Robert Menzies served as Prime Minister of Australia from 1939 to 1941 and again from 1949 to 1966 (his tenure ended before the 1972 election, making him the longest-serving PM).",True,False,1939 to 1941 and again from 1949 to 1966,1939 to 1941
true_rate0_no_doc_recompute,126,What event caused the founder of Australia's liberal party to become Prime Minister?,What specific political event or circumstance led to Robert Menzies first becoming Prime Minister of Australia in 1939?,"Robert Menzies first became Prime Minister of Australia in 1939 following the death of the previous Prime Minister, Joseph Lyons.",True,True,"Menzies became the Prime Minister of Australia in 1939 following the death of Joseph Lyons, who led the United Australia Party (UAP) government.","Menzies first became Prime Minister of Australia in 1939 following the death of Joseph Lyons, the leader of the United Australia Party (UAP) and Prime Minister at the time."
true_rate0_no_doc_recompute,128,What is the river that the Kettle Generating Station is located on a tributary of?,"Is the Lower Nelson River a tributary of a larger river system, and if so, which main river does it flow into?","Yes, the Lower Nelson River is part of the Nelson River system, and it flows into Hudson Bay.",False,False,Lower Nelson River flows into the Fraser River through the Nechako River.,Fraser River
true_rate0_no_doc_recompute,129,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,Who was a leading speaker against slavery and publisher of an antislavery newspaper?,Frederick Douglass,False,False,Mary Birdsall,Mary B. Thistlethwaite Birdsall (Mary Birdsall)
true_rate0_no_doc_recompute,132,Who is the city where Lesnoye Sanatorium is located named after?,Where is Lesnoye Sanatorium located?,"Lesnoye Sanatorium is located in the city of Tolyatti, Russia.",True,True,"Lesnoye Sanatorium is located in Tolyatti, Russia.","Lesnoye Sanatorium is located in the city of Tolyatti, Russia."
true_rate0_no_doc_recompute,134,Whom is the birth place of Ravil Aryapov named after?,Who is Ravil Aryapov and where was he born?,"Ravil Aryapov is a Russian professional football coach and former player. He was born in Stavropol, which is now the city of Tolyatti.",True,True,"Ravil Velimukayevich Aryapov was born on February 1, 1948 in Stavropol, now Tolyatti.","Ravil Velimukhamedovich Aryapov was born on February 1, 1948 in Stavropol, now Tolyatti."
true_rate0_no_doc_recompute,135,Whom is the birth place of Ravil Aryapov named after?,Whom is the city of Tolyatti named after?,"The city of Tolyatti is named after Palmiro Togliatti, the longest-serving secretary of the Italian Communist Party.",True,False,Palmiro Togliatti,the longest-serving secretary of the Italian Communist Party
true_rate0_no_doc_recompute,137,Who is the city that AvtoVAZ's headquarters is located in named after?,Who is the city of Tolyatti named after?,"The city of Tolyatti is named after Palmiro Togliatti, the longest-serving secretary of the Italian Communist Party.",True,False,Palmiro Togliatti,the longest-serving secretary of the Italian Communist Party
true_rate0_no_doc_recompute,141,What administrative territorial entity is the owner of Ciudad Deportiva located?,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",The Ciudad Deportiva sports complex is owned by the Nuevo Laredo Municipality.,True,True,Municipality of Nuevo Laredo,The Municipality of Nuevo Laredo
true_rate0_no_doc_recompute,147,When did the person who first brought a postal service into Umayyad lands become caliph?,Who first introduced the postal service in the Umayyad Caliphate?,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,True,False,Mu'awiyah,"Umar bin Abdul-AzizDocument: Umayyad Caliphate: The Diwan of Umar, assigning annuities to all Arabs and to the Muslim soldiers of other races, underwent a change in the hands of the Umayyads. The Umayyads meddled with the register and the recipients regarded pensions as the subsistence allowance even without being in active service. Hisham reformed it and paid only to those who participated in battle. On the pattern of the Byzantine system the Umayyads reformed their army organization in general and divided it into five corps: the centre, two wings, vanguards and rearguards, following the same formation while on march or on a battle field. Marwan II (740–50) abandoned the old division and introduced Kurdus (cohort), a small compact body. The Umayyad troops were divided into three divisions: infantry, cavalry and artillery. Arab troops were dressed and armed in Greek fashion. The Umayyad cavalry used plain and round saddles. The artillery used arradah (ballista), manjaniq (the mangonel) and dabbabah or kabsh (the battering ram). The heavy engines, siege machines and baggage were carried on camels behind the army.Document: Umayyad Caliphate: Conflicts over Uthman's policies led to his murder in 656. Ali, the cousin and son - in - law of Muhammad, became caliph and moved his capital from Medina to Kufa. He soon met with resistance from several factions, especially from Muawiyah, the governor of Syria, who wanted Uthman's murderers arrested. Muhammad's wife, Aisha, and two companions of Muhammad, Talhah and Al - Zubayr, supported this demand. The conflict resulted in the First Fitna (``civil war '') from 656 until 661. Ali was victorious against Aisha in the Battle of the Camel in 656 but the Battle of Siffin (July 657) against Muawiyah was inconclusive. Ali's position als Caliph was weakened when he first agreed to an arbitration but then refused to accept the verdict, that both Ali and Muawiyah should step down and a new Caliph be chosen. In 661, the most vociferous opponents"
true_rate0_no_doc_recompute,153,Who is the child of Caroline LeRoy's spouse?,Who is Daniel Webster's child?,Daniel Webster's child is Daniel Fletcher Webster.,True,False,Fletcher Webster,Alexis Caswell Angell
true_rate0_no_doc_recompute,156,Where did the author of The National Dream go to university?,Who is the author of The National Dream?,Pierre Berton,True,False,Pierre Berton,Ludwig von Mises
true_rate0_no_doc_recompute,158,What type of animal is Xiao Liwu's mother?,What is Xiao Liwu?,"Xiao Liwu is a giant panda, the sixth cub born to his mother Bai Yun and the fifth for his father Gao Gao at the San Diego Zoo.",True,True,"Xiao Liwu is the sixth cub born to his mother Bai Yun, and the fifth for his father Gao Gao. He has one half-sister, Hua Mei, and four full siblings, Mei Sheng, Su Lin, Yun Zi, and Zhen Zhen. Like his full siblings, he was conceived via natural mating.",Xiao Liwu is a male giant panda.
true_rate0_no_doc_recompute,159,What university did the author of 1967: The Last Good Year attend?,Who is the author of the book '1967: The Last Good Year'?,Pierre Berton,True,True,"1967: The Last Good Year was not directly mentioned in the provided documents, but based on the information given about 1967: The Last Good Year being a book by Pierre Berton, the correct answer would be Pierre Berton. However, since Pierre Berton is not listed in the provided documents, and given the format, I will state that the author is not explicitly provided in the given documents.","Document: 1967: The Last Good Year is a book by Canadian author Pierre Berton. The book was first published in hardback in 1986 by McClelland & Stewart, and has subsequently been re-published in paperback format. The book describes events of 1967 in Canada which was the Canadian Centennial."
true_rate0_no_doc_recompute,161,Who was honoured with the highest award a citizen without military experience in India before becoming a president?,Which Indian Presidents received the Bharat Ratna award before becoming President?,Sarvepalli Radhakrishnan received the Bharat Ratna in 1954 before becoming President.,False,False,"Radhakrishnan, Kalam","C. Rajagopalachari, Sarvepalli Radhakrishnan, and C.V. Raman"
true_rate0_no_doc_recompute,162,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,Which parliament approved the Directory of Public Worship?,The Scottish Parliament approved the Directory of Public Worship.,False,True,Westminster Assembly,Scottish Reformation Parliament
true_rate0_no_doc_recompute,166,What city is located in the county containing Qiantong?,"What cities are located within Ninghai County, Zhejiang province?","The town of Qiantong is located within Ninghai County, Zhejiang province.",True,False,Qiantong,"Ninghai County, Zhejiang province contains the city of Ninghai."
true_rate0_no_doc_recompute,167,What city is located in the county containing Qiantong?,"What cities are located in Ninghai County, Zhejiang province?","Qiantong is a town located in Ninghai County, Zhejiang province.",False,True,"Qiantong, Qiantong, Zhejiang and Qiantong, Zhejiang",Qiantong
true_rate0_no_doc_recompute,169,"Who is the grandmother of Philippe, Duke of Orléans?","Who is Philippe, Duke of Orléans?","Philippe, Duke of Orléans (1640–1701) was the younger son of King Louis XIII of France and Anne of Austria, making him the younger brother of King Louis XIV. He was originally styled Duke of Anjou and became Duke of Orléans in 1660. He was also granted other titles such as Duke of Valois, Chartres, and Nemours. At court, he was known simply as 'Monsieur'.",False,False,"Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He later became King of the French, styled as Louis Philippe I, after his cousin Charles X was forced to abdicate by the July Revolution.","Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He was the father of Louis Philippe I, who became King of the French."
true_rate0_no_doc_recompute,171,In which district was Alhandra born?,Who is Alhandra?,"Alhandra is the nickname for Luís Miguel Assunção Joaquim, a Portuguese retired footballer who played mainly as a left back but could also appear as a midfielder. He was born on 5 March 1979 in Vila Franca de Xira, Lisbon.",True,True,Luís Miguel Assunção Joaquim,"Luís Miguel Assunção Joaquim (born 5 March 1979 in Vila Franca de Xira, Lisbon), known as Alhandra, is a Portuguese retired footballer who played mainly as a left back – he could also appear as a midfielder."
true_rate0_no_doc_recompute,174,What province shares a border with the province where Lago District is located?,In which province is Lago District located?,Niassa Province,True,False,Niassa Province,La Mauricie National Park
true_rate0_no_doc_recompute,175,What province shares a border with the province where Lago District is located?,Which provinces share a border with Niassa Province?,Niassa Province borders Cabo Delgado Province and Tanzania.,False,False,"Cabo Delgado Province, Inhambane Province, Gaza Province, and Maputo Province share a border with Niassa Province.","Cabo Delgado Province, Gaza Province, Inharrime District, and Homoine District share a border with Niassa Province."
true_rate0_no_doc_recompute,177,What is the record label of the Metalworks Studio founder?,What record label is Gil Moore associated with?,Gil Moore is associated with the record label TRC (later renamed TML Entertainment).,True,True,TML Entertainment,"3ML Entertainment

The reasoning is as follows:
1. Gil Moore is mentioned as the founder of the Institute, which is the educational extension of Metalworks Studios.
2. Metalworks Studios is associated with the record label Metalworks Records (implied from the context of the document).
3. Metalworks Records was renamed to 3ML Entertainment in 2016 (implied from the context of the document, as the Institute received an award in 2016 and 3ML Entertainment is the current name of the label associated with Triumph, who are closely linked to Metalworks Studios through Gil Moore)."
true_rate0_no_doc_recompute,181,The city which contains Broadhurst Park shares a border with what town?,"Which towns share a border with the city of Manchester, England?",Moston shares a border with the city of Manchester.,False,False,Middleton and Moston,"Moston and Middleton share a border with the city of Manchester, England."
true_rate0_no_doc_recompute,184,What company succeeded the owner of Empire Sports Network?,Who owned Empire Sports Network?,Empire Sports Network was owned by the Adelphia Communications Corporation.,True,False,21st Century Fox (through Adelphia Communications Corporation),NBC Sports Group
true_rate0_no_doc_recompute,186,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What body of water is Bartram's Covered Bridge located on?,Crum Creek,True,False,Crum Creek,Mad River
true_rate0_no_doc_recompute,187,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What watercourse does Crum Creek flow into?,Crum Creek flows into the Delaware River.,True,True,Delaware River,the Delaware River
true_rate0_no_doc_recompute,189,What is the ruler of the underworld in ancient Egypt a part of?,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",Osiris is a part of the ancient Egyptian mythological system and pantheon of deities.,True,True,Egyptian mythology,Ancient Egyptian pantheon
true_rate0_no_doc_recompute,190,What other county does the county where Imperial is located share a border with?,In which county is Imperial located?,"Imperial is located in Pecos County, Texas.",False,True,"Imperial County
The reference text states ""Imperial, Texas: Imperial is a census-designated place (CDP) in Pecos County, Texas, United States."" However, since the question does not specify Texas and the document about Imperial, Wyoming is not provided, we can infer that the question likely refers to Imperial, Texas, which is in Pecos County, Texas. But based on the provided documents, there is no direct mention of Imperial being in a specific county. Given the question's phrasing and the provided documents, the most logical answer is Imperial County, assuming the question is about Imperial, Texas.",Pecos County
true_rate0_no_doc_recompute,191,What other county does the county where Imperial is located share a border with?,"What other counties share a border with Pecos County, Texas?",Crockett County shares a border with Pecos County.,False,True,"Crockett County and Randall County share borders with Pecos County, Texas.",Crockett County
true_rate0_no_doc_recompute,192,In which state is Póvoa de Santa Iria's municipality located?,What is the municipality of Póvoa de Santa Iria?,Vila Franca de Xira,True,True,"Póvoa de Santa Iria e Forte da Casa is a civil parish in the municipality of Vila Franca de Xira, Portugal.","Póvoa de Santa Iria is a municipality in the municipality of Vila Franca de Xira, Portugal."
true_rate0_no_doc_recompute,193,In which state is Póvoa de Santa Iria's municipality located?,In which district is the municipality of Vila Franca de Xira located?,Lisbon District,False,True,"Vila Franca de Xira is located in the Inhambane Province. 

However, based on the provided documents, the correct answer should be:
Answer: Vila Franca de Xira is located in the Lisbon District.","Vila Franca de Xira is located in the Inhambane Province. However, based on the more relevant document, Vila Franca de Xira is actually a municipality in the Lisbon District in Portugal. The earlier document might have a location error."
true_rate0_no_doc_recompute,196,In what county is William W. Blair's birthplace located?,Where was William W. Blair born?,"Holley, New York",True,False,"Holley, New York","LaSalle County, Illinois"
true_rate0_no_doc_recompute,200,What was the old show that was named after a character that Walt Disney created in 1928 called?,What is the name of the old show named after Mickey Mouse?,The Mickey Mouse Club,True,True,Mickey Mouse Club,The Mickey Mouse Club
true_rate0_no_doc_recompute,204,What award did the author of The Red Tree receive?,What award did Shaun Tan receive?,Shaun Tan received an Academy Award for Best Animated Short Film in 2011.,True,True,Academy Award for Best Animated Short Film,2011 Academy Award for Best Animated Short Film
true_rate0_no_doc_recompute,205,What was the show named after the character featured in the video game Mickey's Safari in Letterland?,What character is featured in the video game Mickey's Safari in Letterland?,Mickey Mouse,True,True,Mickey,Mickey Mouse
true_rate0_no_doc_recompute,208,Where is Amílcar Cabral International Airport?,Amílcar Cabral International Airport location,Amílcar Cabral International Airport is located two km west-southwest from Espargos on Sal Island.,True,True,2 km west-southwest from Espargos on Sal Island,"2 km west-southwest from Espargos on Sal Island, Cabo Verde"
true_rate0_no_doc_recompute,211,Where was Tyler MacDuff's child educated?,Who is Tyler MacDuff?,Tyler MacDuff is an actor and the father of Dana MacDuff.,False,False,"Tyler MacDuff is the son of Dana MacDuff, who served in the United States Navy and worked as a page at the American Broadcasting Company before becoming a floor and stage manager with the BBC in Belfast, Northern Ireland, and later returning to Hollywood to produce films. There is no direct information provided about Tyler MacDuff himself in the given documents, only his familial connection to Dana MacDuff.","Tyler MacDuff is not directly mentioned in the provided documents. However, based on the names and information given, Tyler MacDuff could be inferred to be Tyler MacFarlane's brother, given the similarity in names and the context of one being an educator and the other a voice actress in an animated show. But this is an inference and not a direct statement from the documents."
true_rate0_no_doc_recompute,212,Where was Tyler MacDuff's child educated?,Where was Dana MacDuff educated?,He graduated from Blair International Baccalaureate School in Pasadena.,True,True,"Blair International Baccalaureate School in Pasadena, California","Pasadena, California"
true_rate0_no_doc_recompute,215,What military overran much of Erich Zakowski's place of birth?,Where was Erich Zakowski born?,Erich Zakowski was born in East Prussia.,False,True,Berlin,Germany
true_rate0_no_doc_recompute,217,The 1967 Federation Cup is an instance of this tournament which is named after what organization?,What is the Federation Cup in sports?,The Federation Cup is the premier international team competition in women's tennis. It was launched in 1963 and is the world's largest annual women's international team sports competition in terms of participating nations.,True,False,The Federation Cup is now known as the Fed Cup and is the premier international team competition in women's tennis.,"1967 Federation Cup is the fifth edition of what is now known as the Fed Cup, a premier international team competition in women's tennis."
true_rate0_no_doc_recompute,220,What record label is the performer of Almost Made Ya signed to?,Who is the performer of the song Almost Made Ya?,"The performers of the song 'Almost Made Ya' are the duo Ali & Gipp, featuring LeToya Luckett.",False,False,LeToya Luckett,Adam Lambert
true_rate0_no_doc_recompute,221,What record label is the performer of Almost Made Ya signed to?,What record label is the duo Ali & Gipp signed to?,Ali & Gipp are signed to Derrty Entertainment and Universal Records.,False,True,Universal Records,Derrty Entertainment and Universal Records
true_rate0_no_doc_recompute,222,"According to the agency that published U.S. and World Population Clock, what is the total area in square miles?",Which agency publishes the U.S. and World Population Clock?,The United States Census Bureau publishes the U.S. and World Population Clock.,True,True,United States Census Bureau,the United States Census Bureau
true_rate0_no_doc_recompute,224,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",What is the total area of Atlantic City in square miles according to TIGER?,The total area of Atlantic City is 17.037 square miles.,True,True,17.037,17.037 square miles
true_rate0_no_doc_recompute,226,Who is the child of Sigrid Eskilsdotter's child?,Who are the children of Christina Gyllenstierna?,Christina Gyllenstierna's children include a daughter (mother of King Gustav Vasa) and a child who was the parent of Sigrid Sture.,False,False,"Sigrid Sture and Margareta von Aschberg are the children of Christina Gyllenstierna, based on the information provided. However, the exact names of her children are not explicitly stated in the given documents, and the relationship is inferred from their positions as maternal grandmother and mother respectively to notable figures in Swedish history.","Sigrid Sture is the daughter of Christina Gyllenstierna. However, the information provided does not explicitly state that Sigrid Sture is the child of Christina Gyllenstierna. The relationship needs to be traced through the given information. Sigrid Sture is described as the daughter of Svante Stensson Sture and Märta Erikdotter Leijonhufud. Christina Gyllenstierna is mentioned as Sigrid Sture's mother in the provided information. Therefore, by logical inference, Christina Gyllenstierna is the mother of Sigrid Sture."
true_rate0_no_doc_recompute,227,Who is the child of the Victim of Romance performer?,Who performed the song 'Victim of Romance'?,Michelle Phillips,True,False,Michelle Phillips,5th Dimension
true_rate0_no_doc_recompute,228,Who is the child of the Victim of Romance performer?,Who is Michelle Phillips' child?,Chynna Phillips,False,False,"Michelle Phillips' child is Chifundo ""Mercy"" James, though she was adopted from Malawi.","Michelle Phillips' child is Chifundo ""Mercy"" James, who she adopted from Malawi."
true_rate0_no_doc_recompute,229,What happened to the Curonians who lived in the area where Erich Zakowski was born?,Where was Erich Zakowski born?,Erich Zakowski was born in East Prussia.,False,True,Berlin,Germany
true_rate0_no_doc_recompute,230,What happened to the Curonians who lived in the area where Erich Zakowski was born?,Which specific Curonian population historically inhabited East Prussia?,The Curonians who lived in the area around the Curonian Lagoon in East Prussia.,False,False,219 Curonians lived along the Curonian Spit in 1955 after being expelled by the Soviet Union from East Prussia.,219 Curonians lived along the Curonian Spit in East Prussia in 1955.
true_rate0_no_doc_recompute,231,What is the competition that the 1965 Federation Cup is part of named after?,What is the 1965 Federation Cup?,"The 1965 Federation Cup was the third edition of the women's international team tennis competition, now known as the Fed Cup. It was held from 15–18 January at the Kooyong Lawn Tennis Club in Melbourne, Australia. Eleven nations participated, and Australia defended their title by defeating the United States in the final.",False,False,"11 nations participated in the 1965 Federation Cup, which was held at the Kooyong Lawn Tennis Club in Melbourne, Australia from 6–11 June. United States defended their title, defeating Great Britain in the final.","1965 Federation Cup was the fifth edition of what is now known as the Fed Cup. It was held at the Blau-Weiss Tennis Club in West Berlin from 6–11 June, with 17 nations participating. United States and Australia both reached the final for the third consecutive time, and Australia defended their title by defeating Great Britain in the final."
true_rate0_no_doc_recompute,232,What is the competition that the 1965 Federation Cup is part of named after?,What is the Fed Cup (formerly Federation Cup) tennis competition named after?,The Fed Cup (formerly the Federation Cup) is named in honor of the 50th anniversary of the International Tennis Federation (ITF).,False,False,International Tennis Federation (ITF),The Fed Cup (formerly Federation Cup) tennis competition is named after the International Tennis Federation (ITF).
true_rate0_no_doc_recompute,233,What county was Tim Dubois born in?,Where was Tim Dubois born?,"Tim DuBois was born in Southwest City, Missouri.",True,False,"Southwest City, Missouri","Timothy Wallace Credeur II, who is likely the Tim Dubois referred to in the question, was born in Anoka, Minnesota. This information is derived from the document stating ""Troy Dusosky (born May 12, 1976 in Anoka, Minnesota) is a retired American soccer defender,"" where ""Troy Dusosky"" is a name that closely matches ""Tim Dubois."""
true_rate0_no_doc_recompute,236,What record label did the person who is part of The Bruce Lee Band start?,Who are the members of The Bruce Lee Band?,"The Bruce Lee Band is Mike Park and his backing band, which has included members from Less Than Jake and the Rx Bandits.",True,True,Mike Park,"Mike Park, Mike Park's backing band which has included Less Than Jake and the Rx Bandits."
true_rate0_no_doc_recompute,237,What record label did the person who is part of The Bruce Lee Band start?,What record label did Mike Park start?,Mike Park started the record label Asian Man Records.,True,False,Asian Man Records,Dill Records
