Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,dataset,method,rate,source_csv,segment,source_row,Predicted_clean,glm_correct,glm_reason,glm_raw,row_index,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.","<think>

</think>

Natalie Wood",True,0,0.0,预测答案“Natalie Wood”准确给出了问题所询问的演员名字，包含了标准答案中最核心的关键信息。虽然它没有像标准答案那样提供角色的名字和电影的年份等补充细节，但已经完整且正确地回答了“谁扮演了小女孩”这一核心问题，语义上与标准答案完全一致。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,20,Natalie Wood,True,预测答案“Natalie Wood”准确包含了标准答案中的核心人物信息，直接回答了谁在1947年电影《34街的奇迹》中扮演小女孩的问题，语义与标准答案完全一致。,"判断: 正确
原因: 预测答案“Natalie Wood”准确包含了标准答案中的核心人物信息，直接回答了谁在1947年电影《34街的奇迹》中扮演小女孩的问题，语义与标准答案完全一致。",2270,N/A,N/A,N/A,N/A,N/A
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,"<think>

</think>

Lana Wood",True,0,0.0,预测答案“Lana Wood”准确给出了娜塔莉·伍德兄弟姐妹的名字，与标准答案的核心实体信息完全一致，正确回答了所提问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,21,Lana Wood,True,预测答案“Lana Wood”准确包含了标准答案中的核心实体信息，直接回答了问题所问的Natalie Wood的兄弟姐妹是谁。虽然缺少了部分修饰性词语，但语义与标准答案完全等价，符合正确回答的标准。,"判断: 正确
原因: 预测答案“Lana Wood”准确包含了标准答案中的核心实体信息，直接回答了问题所问的Natalie Wood的兄弟姐妹是谁。虽然缺少了部分修饰性词语，但语义与标准答案完全等价，符合正确回答的标准。",2271,N/A,N/A,N/A,N/A,N/A
What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas","<think>

</think>

Pine Springs is located in Culberson County, Texas.",True,0,0.0,"预测答案明确指出了Pine Springs位于Culberson County, Texas，这与标准答案完全一致，包含了所有关键信息，语义上完全等价，准确无误地回答了问题。",musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,22,"Pine Springs is located in Culberson County, Texas.",True,"预测答案明确指出了Pine Springs位于Culberson County, Texas，这与标准答案的关键信息完全一致，语义上完全等价，准确且完整地回答了问题。","判断: 正确
原因: 预测答案明确指出了Pine Springs位于Culberson County, Texas，这与标准答案的关键信息完全一致，语义上完全等价，准确且完整地回答了问题。",2272,N/A,N/A,N/A,N/A,N/A
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,"</think>

Answer: Van Horn",True,0,0.0,预测答案“Van Horn”与标准答案完全一致，准确地给出了Culberson County的县治所在地，包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,23,Van Horn,True,预测答案“Van Horn”与标准答案完全一致，准确地给出了Culberson县的县治所在地，包含了标准答案的所有关键信息，语义完全等价。,"判断: 正确
原因: 预测答案“Van Horn”与标准答案完全一致，准确地给出了Culberson县的县治所在地，包含了标准答案的所有关键信息，语义完全等价。",2273,N/A,N/A,N/A,N/A,N/A
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,"<think>

</think>

Compaq",True,0,0.0,预测答案“Compaq”直接给出了问题的核心实体，即1994年排名第一的个人电脑制造商。这与标准答案中的关键信息完全一致，准确无误地回答了所提出的问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,24,Compaq,True,预测答案“Compaq”准确包含了标准答案中的核心关键信息，即1994年顶级个人电脑制造商的名称。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，正确回答了所提出的问题。,"判断: 正确
原因: 预测答案“Compaq”准确包含了标准答案中的核心关键信息，即1994年顶级个人电脑制造商的名称。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，正确回答了所提出的问题。",2274,N/A,N/A,N/A,N/A,N/A
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,"<think>

</think>

Answer: Hewlett Packard",True,0,0.0,预测答案“Hewlett Packard”准确包含了标准答案中的关键信息，即与Compaq合并的公司名称。虽然预测答案省略了主语和谓语等句子成分，仅提供了核心实体名称，但其语义与标准答案完全一致，正确回答了所提出的问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,25,Hewlett Packard,True,预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义上与标准答案完全一致，符合正确回答的标准。,"判断: 正确
原因: 预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义上与标准答案完全一致，符合正确回答的标准。",2275,N/A,N/A,N/A,N/A,N/A
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,"<think>

</think>

George VI",True,0,0.0,预测答案“George VI”准确给出了问题所问的君主名字，与标准答案中的核心人物信息完全一致。虽然预测答案省略了头衔和年份等补充说明，但已经包含了回答该问题所需的最关键信息，语义上与标准答案等价。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,26,George VI,True,预测答案“George VI”准确包含了标准答案中的核心人物信息，直接回答了1950年英国的君主是谁。虽然字数较少，但语义与标准答案完全一致，符合正确回答的标准。,"判断: 正确
原因: 预测答案“George VI”准确包含了标准答案中的核心人物信息，直接回答了1950年英国的君主是谁。虽然字数较少，但语义与标准答案完全一致，符合正确回答的标准。",2276,N/A,N/A,N/A,N/A,N/A
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Answer: Colin Firth,True,0.8571428571428571,0.0,预测答案明确指出了“Colin Firth”，包含了标准答案的全部关键信息。虽然预测答案多出了“Answer:”这样的前缀，但这属于措辞上的细微差异，不影响语义，两者在语义上完全等价，正确回答了问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,27,Colin Firth,True,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员信息，语义完全等价，因此判断为正确。",2277,N/A,N/A,N/A,N/A,N/A
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,"<think>

</think>

Natalie Wood",True,0,0.0,预测答案“Natalie Wood”准确给出了问题中询问的演员名字。虽然标准答案中包含了角色名的变体（Susie/Susan）和全名（Susan Walker），但预测答案已经提供了回答该问题所需的最核心且正确的信息。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,28,Natalie Wood,True,预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心关键信息。虽然问题中的角色名Susie与标准答案中的Susan Walker存在细微差异，但预测答案正确指出了该角色的扮演者，语义上与标准答案一致。,"判断: 正确
原因: 预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心关键信息。虽然问题中的角色名Susie与标准答案中的Susan Walker存在细微差异，但预测答案正确指出了该角色的扮演者，语义上与标准答案一致。",2278,N/A,N/A,N/A,N/A,N/A
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,"<think>

</think>

Natalie Wood's brother is Lana Wood.",False,0,0.0,预测答案存在两个严重错误。首先，它错误地将Lana Wood称为“brother（兄弟）”，而实际上Lana是女性（姐妹）。其次，标准答案明确指出文档中没有提及Natalie Wood有兄弟，而预测答案却断言Lana Wood就是她的兄弟，这与标准答案提供的事实直接矛盾。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,29,Natalie Wood's brother is Lana Wood.,False,预测答案错误地将Lana Wood认作Natalie Wood的“兄弟”，而标准答案明确指出Lana Wood是她的“姐妹”，并且文档中并未提及她有兄弟。两者在核心事实和语义上存在严重矛盾，因此预测答案不正确。,"判断: 错误
原因: 预测答案错误地将Lana Wood认作Natalie Wood的“兄弟”，而标准答案明确指出Lana Wood是她的“姐妹”，并且文档中并未提及她有兄弟。两者在核心事实和语义上存在严重矛盾，因此预测答案不正确。",2279,N/A,N/A,N/A,N/A,N/A
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.","<think>

</think>

Kris Benson",True,0,0.0,预测答案“Kris Benson”准确给出了问题所问的人物，包含了标准答案中最核心的关键信息。虽然它省略了关于其职业背景的补充描述，但已经正确且直接地回答了“Anna Benson的丈夫是谁”这一问题，语义上完全符合要求。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,30,Kris Benson,True,预测答案“Kris Benson”准确给出了问题所问的核心人物，包含了标准答案中的关键信息。虽然它省略了关于其职业背景的补充描述，但在回答“丈夫是谁”这一核心语义上与标准答案完全一致。,"判断: 正确
原因: 预测答案“Kris Benson”准确给出了问题所问的核心人物，包含了标准答案中的关键信息。虽然它省略了关于其职业背景的补充描述，但在回答“丈夫是谁”这一核心语义上与标准答案完全一致。",2280,N/A,N/A,N/A,N/A,N/A
What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","<think>

</think>

Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles in Major League Baseball.",True,0,0.0,预测答案包含了标准答案中的所有关键信息，即Kris Benson在职业棒球大联盟中效力过的球队（匹兹堡海盗队、纽约大都会队和巴尔的摩金莺队）。两者在语义上完全等价，仅存在细微的措辞差异，完全符合正确回答问题的标准。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,31,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles in Major League Baseball.",True,预测答案不仅包含了标准答案中的所有关键信息（匹兹堡海盗队、纽约大都会队和巴尔的摩金莺队），而且在语义上与标准答案完全等价，仅增加了问题中的“in Major League Baseball”作为补充说明，符合正确回答的标准。,"判断: 正确
原因: 预测答案不仅包含了标准答案中的所有关键信息（匹兹堡海盗队、纽约大都会队和巴尔的摩金莺队），而且在语义上与标准答案完全等价，仅增加了问题中的“in Major League Baseball”作为补充说明，符合正确回答的标准。",2281,N/A,N/A,N/A,N/A,N/A
What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,Joni James,"<think>

</think>

Joni James",True,0,0.0,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的《You Belong To Me》这首歌的原唱歌手信息，语义完全等价，因此判定为正确。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,32,Joni James,True,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的演唱该歌曲的原唱歌手信息，语义上完全等价，因此正确回答了问题。,"判断: 正确
原因: 预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的演唱该歌曲的原唱歌手信息，语义上完全等价，因此正确回答了问题。",2282,N/A,N/A,N/A,N/A,N/A
What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,MGM Records,"<think>

</think>

MGM Records",False,0,0.0,预测答案部分为空白，没有提供任何关于 Joni James 在1952年发行《You Belong To Me》时所签约的唱片公司名称的信息，因此未能回答问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,33,MGM Records,True,预测答案“MGM Records”与标准答案完全一致，包含了问题所要求的关键信息，且在语义上完全等价，准确地回答了Joni James在1952年发行歌曲时所签约的唱片公司。,"判断: 正确
原因: 预测答案“MGM Records”与标准答案完全一致，包含了问题所要求的关键信息，且在语义上完全等价，准确地回答了Joni James在1952年发行歌曲时所签约的唱片公司。",2283,N/A,N/A,N/A,N/A,N/A
When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,Henry III,Answer: Henry III,True,0.8,0.0,预测答案明确指出了“Henry III”，这与标准答案完全一致。虽然预测答案中包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义的表达，因此预测答案正确地回答了问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,34,Henry III,True,预测答案“Henry III”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题所询问的人物。,"判断: 正确
原因: 预测答案“Henry III”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题所询问的人物。",2284,N/A,N/A,N/A,N/A,N/A
When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.","1220


</think>

Answer: 1220",False,0.18181818181818182,0.0,预测答案“1220”仅包含了标准答案中的部分信息。标准答案明确指出亨利三世于1216年在格洛斯特大教堂首次加冕，随后又于1220年在威斯敏斯特大教堂再次加冕。预测答案遗漏了1216年这一首次加冕的关键时间点，未能完整回答问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,35,"1220




Answer: 1220",False,预测答案仅包含了1220年这一次加冕时间，遗漏了1216年首次加冕的关键信息，未能完整回答问题，因此判断为错误。,"判断: 错误
原因: 预测答案仅包含了1220年这一次加冕时间，遗漏了1216年首次加冕的关键信息，未能完整回答问题，因此判断为错误。",2285,N/A,N/A,N/A,N/A,N/A
What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,Joni James sang the song 'You Belong to Me'.,"<think>

</think>

Joni James",True,0,0.0,预测答案“Joni James”准确提供了问题所询问的歌手名字，与标准答案的核心信息完全一致，正确地回答了问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,36,Joni James,True,预测答案“Joni James”直接提供了问题所询问的歌手名字，包含了标准答案的核心关键信息。虽然省略了谓语动词等修饰语，但在语义上与标准答案完全等价，准确回答了该问题。,"判断: 正确
原因: 预测答案“Joni James”直接提供了问题所询问的歌手名字，包含了标准答案的核心关键信息。虽然省略了谓语动词等修饰语，但在语义上与标准答案完全等价，准确回答了该问题。",2286,N/A,N/A,N/A,N/A,N/A
What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,Joni James was signed to MGM Records.,Answer: M-G-M Records,True,0.5454545454545454,0.0,预测答案中的“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符的细微拼写差异。预测答案准确包含了标准答案的关键信息，正确回答了问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_0_25/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_0_25,37,M-G-M Records,True,预测答案“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符的书写形式不同，准确包含了问题所问的关键信息。,"判断: 正确
原因: 预测答案“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符的书写形式不同，准确包含了问题所问的关键信息。",2287,N/A,N/A,N/A,N/A,N/A
Where was the founder of the National Women's Party born?,Who is the founder of the National Women's Party?,Alice Paul,"<think>

</think>

Alice Paul",True,0,0.0,预测答案“Alice Paul”与标准答案完全一致，准确给出了全国妇女党的创始人，正确且完整地回答了所提出的问题。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,0,Alice Paul,True,预测答案与标准答案完全一致，均为“Alice Paul”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确且直接地回答了关于全国妇女党创始人是谁的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Alice Paul”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确且直接地回答了关于全国妇女党创始人是谁的问题。",2288,N/A,N/A,N/A,N/A,N/A
Where was the founder of the National Women's Party born?,Where was Alice Paul born?,"Mount Laurel Township, New Jersey.","Paulsdale, in Mount Laurel Township, New Jersey.",True,0.7142857142857143,0.0,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还额外补充了具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案准确且更详细地回答了问题。",musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,1,"Paulsdale, in Mount Laurel Township, New Jersey.",True,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案正确且更详尽地回答了问题。","判断: 正确
原因: 预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案正确且更详尽地回答了问题。",2289,N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,Where is Ciudad Deportiva located?,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.","<think>

</think>

Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,0,0.0,"预测答案与标准答案完全一致，准确指出了Ciudad Deportiva的地理位置位于墨西哥的新拉雷多（Nuevo Laredo, Mexico）。答案包含了所有关键信息，语义完全等价，正确地回答了问题。",musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,2,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的Nuevo Laredo。预测答案包含了标准答案的所有关键信息，且在语义上完全等价，准确无误地回答了问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的Nuevo Laredo。预测答案包含了标准答案的所有关键信息，且在语义上完全等价，准确无误地回答了问题。",2290,N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",The Ciudad Deportiva sports complex is owned by the Nuevo Laredo Municipality.,"<think>

</think>

Answer: Nuevo Laredo Municipality",True,0,0.0,预测答案“Nuevo Laredo Municipality”准确提取了标准答案中的核心实体信息，直接且正确地回答了关于Ciudad Deportiva体育综合体所属行政领土实体的问题，两者在语义上完全等价。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,3,Nuevo Laredo Municipality,True,预测答案“Nuevo Laredo Municipality”准确包含了标准答案中的核心实体信息，直接回答了问题所问的行政领土实体。其语义与标准答案完全一致，符合评估标准。,"判断: 正确
原因: 预测答案“Nuevo Laredo Municipality”准确包含了标准答案中的核心实体信息，直接回答了问题所问的行政领土实体。其语义与标准答案完全一致，符合评估标准。",2291,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Which company distributed the film UHF?,Orion Pictures,"<think>

</think>

Orion Pictures",True,0,0.0,预测答案“Orion Pictures”与标准答案完全一致，准确地给出了电影《UHF》的发行公司名称，没有任何拼写或语义上的偏差，完全符合正确回答问题的标准。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,4,Orion Pictures,True,预测答案“Orion Pictures”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于电影UHF发行公司的问题。,"判断: 正确
原因: 预测答案“Orion Pictures”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于电影UHF发行公司的问题。",2292,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Who founded Orion Pictures?,Morris Mike Medavoy was a co-founder of Orion Pictures.,"Answer: Dick Powell, David Niven, Charles Boyer, and Joel McCrea founded Orion Pictures.",False,0.1935483870967742,0.0,预测答案中提到的是Dick Powell、David Niven等人，而标准答案指出Morris Mike Medavoy是Orion Pictures的联合创始人。两者提到的人物完全不同，预测答案没有包含标准答案的关键信息，语义上也不一致。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,5,"Dick Powell, David Niven, Charles Boyer, and Joel McCrea founded Orion Pictures.",False,预测答案中提到的是Dick Powell、David Niven等人，而标准答案指出Morris Mike Medavoy是Orion Pictures的联合创始人。两者提供的信息完全不一致，预测答案未包含标准答案的关键信息。,"判断: 错误
原因: 预测答案中提到的是Dick Powell、David Niven等人，而标准答案指出Morris Mike Medavoy是Orion Pictures的联合创始人。两者提供的信息完全不一致，预测答案未包含标准答案的关键信息。",2293,N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,"Alice Paul, the head of the National Women's Party, revised the proposed Equal Rights Amendment in 1923.",Answer: Alice Paul,True,0.10526315789473684,0.0,预测答案明确指出了“Alice Paul”，这包含了标准答案中最核心的关键信息，即提交首次修正案的人物。虽然预测答案没有包含关于全国妇女党的额外细节，但在回答“是谁”这个问题上语义完全一致，符合正确回答的标准。,musique,offline20_only,0.2,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_fair_budget_offline_vs_residual/offline20_only/seg_100_125/Qwen3-32B/musique/DraftModel_global_topk10_bge/rate_0.2_draft_Qwen2.5-3B-Instruct_revert_rope.csv,seg_100_125,6,Alice Paul,True,预测答案“Alice Paul”准确给出了问题的核心人物，包含了标准答案中的关键信息。虽然预测答案省略了关于她身份和修订提案的补充细节，但在回答“谁提交了”这一问题上，语义与标准答案完全一致。,"判断: 正确
原因: 预测答案“Alice Paul”准确给出了问题的核心人物，包含了标准答案中的关键信息。虽然预测答案省略了关于她身份和修订提案的补充细节，但在回答“谁提交了”这一问题上，语义与标准答案完全一致。",2294,N/A,N/A,N/A,N/A,N/A
