example_id,sub_q_idx,offline,online_ref,rate,offline_size,online_size,inter,union,jaccard,online_recall_by_offline,offline_precision_vs_online
81,0,pipeline_old10_draft005,pure_online_draft10,0.1,93,133,86,140,0.6142857142857143,0.6466165413533834,0.9247311827956989
81,1,pipeline_old10_draft005,pure_online_draft10,0.1,216,163,65,314,0.2070063694267516,0.3987730061349693,0.30092592592592593
82,0,pipeline_old10_draft005,pure_online_draft10,0.1,89,131,66,154,0.42857142857142855,0.5038167938931297,0.7415730337078652
82,1,pipeline_old10_draft005,pure_online_draft10,0.1,153,164,31,286,0.10839160839160839,0.18902439024390244,0.20261437908496732
84,0,pipeline_old10_draft005,pure_online_draft10,0.1,94,127,89,132,0.6742424242424242,0.7007874015748031,0.9468085106382979
84,1,pipeline_old10_draft005,pure_online_draft10,0.1,180,125,58,247,0.23481781376518218,0.464,0.32222222222222224
85,0,pipeline_old10_draft005,pure_online_draft10,0.1,201,205,138,268,0.5149253731343284,0.6731707317073171,0.6865671641791045
86,0,pipeline_old10_draft005,pure_online_draft10,0.1,96,84,59,121,0.48760330578512395,0.7023809523809523,0.6145833333333334
86,1,pipeline_old10_draft005,pure_online_draft10,0.1,194,139,72,261,0.27586206896551724,0.5179856115107914,0.3711340206185567
88,0,pipeline_old10_draft005,pure_online_draft10,0.1,101,139,57,183,0.3114754098360656,0.41007194244604317,0.5643564356435643
88,1,pipeline_old10_draft005,pure_online_draft10,0.1,56,94,37,113,0.3274336283185841,0.39361702127659576,0.6607142857142857
88,2,pipeline_old10_draft005,pure_online_draft10,0.1,182,108,31,259,0.11969111969111969,0.28703703703703703,0.17032967032967034
89,0,pipeline_old10_draft005,pure_online_draft10,0.1,102,130,81,151,0.5364238410596026,0.6230769230769231,0.7941176470588235
89,1,pipeline_old10_draft005,pure_online_draft10,0.1,233,162,67,328,0.20426829268292682,0.41358024691358025,0.2875536480686695
90,0,pipeline_old10_draft005,pure_online_draft10,0.1,52,162,47,167,0.281437125748503,0.29012345679012347,0.9038461538461539
90,1,pipeline_old10_draft005,pure_online_draft10,0.1,187,119,37,269,0.137546468401487,0.31092436974789917,0.19786096256684493
90,2,pipeline_old10_draft005,pure_online_draft10,0.1,225,176,41,360,0.11388888888888889,0.23295454545454544,0.18222222222222223
91,0,pipeline_old10_draft005,pure_online_draft10,0.1,92,98,54,136,0.39705882352941174,0.5510204081632653,0.5869565217391305
91,1,pipeline_old10_draft005,pure_online_draft10,0.1,233,124,65,292,0.2226027397260274,0.5241935483870968,0.27896995708154504
93,0,pipeline_old10_draft005,pure_online_draft10,0.1,98,126,65,159,0.4088050314465409,0.5158730158730159,0.6632653061224489
93,1,pipeline_old10_draft005,pure_online_draft10,0.1,196,152,42,306,0.13725490196078433,0.27631578947368424,0.21428571428571427
95,0,pipeline_old10_draft005,pure_online_draft10,0.1,107,105,60,152,0.39473684210526316,0.5714285714285714,0.5607476635514018
96,0,pipeline_old10_draft005,pure_online_draft10,0.1,100,108,97,111,0.8738738738738738,0.8981481481481481,0.97
96,1,pipeline_old10_draft005,pure_online_draft10,0.1,176,119,76,219,0.3470319634703196,0.6386554621848739,0.4318181818181818
97,0,pipeline_old10_draft005,pure_online_draft10,0.1,71,115,53,133,0.39849624060150374,0.4608695652173913,0.7464788732394366
97,1,pipeline_old10_draft005,pure_online_draft10,0.1,190,118,71,237,0.29957805907172996,0.6016949152542372,0.3736842105263158
98,0,pipeline_old10_draft005,pure_online_draft10,0.1,86,119,61,144,0.4236111111111111,0.5126050420168067,0.7093023255813954
98,1,pipeline_old10_draft005,pure_online_draft10,0.1,159,124,58,225,0.2577777777777778,0.46774193548387094,0.36477987421383645
100,0,pipeline_old10_draft005,pure_online_draft10,0.1,98,133,61,170,0.3588235294117647,0.45864661654135336,0.6224489795918368
100,1,pipeline_old10_draft005,pure_online_draft10,0.1,195,138,90,243,0.37037037037037035,0.6521739130434783,0.46153846153846156
101,0,pipeline_old10_draft005,pure_online_draft10,0.1,48,89,28,109,0.25688073394495414,0.3146067415730337,0.5833333333333334
101,1,pipeline_old10_draft005,pure_online_draft10,0.1,173,157,83,247,0.3360323886639676,0.5286624203821656,0.4797687861271676
102,0,pipeline_old10_draft005,pure_online_draft10,0.1,88,126,73,141,0.5177304964539007,0.5793650793650794,0.8295454545454546
102,1,pipeline_old10_draft005,pure_online_draft10,0.1,222,168,84,306,0.27450980392156865,0.5,0.3783783783783784
103,0,pipeline_old10_draft005,pure_online_draft10,0.1,46,137,34,149,0.22818791946308725,0.24817518248175183,0.7391304347826086
103,1,pipeline_old10_draft005,pure_online_draft10,0.1,212,112,52,272,0.19117647058823528,0.4642857142857143,0.24528301886792453
104,0,pipeline_old10_draft005,pure_online_draft10,0.1,218,216,134,300,0.44666666666666666,0.6203703703703703,0.6146788990825688
105,0,pipeline_old10_draft005,pure_online_draft10,0.1,176,241,142,275,0.5163636363636364,0.5892116182572614,0.8068181818181818
105,1,pipeline_old10_draft005,pure_online_draft10,0.1,326,307,146,487,0.2997946611909651,0.4755700325732899,0.44785276073619634
109,0,pipeline_old10_draft005,pure_online_draft10,0.1,191,188,90,289,0.31141868512110726,0.4787234042553192,0.4712041884816754
112,0,pipeline_old10_draft005,pure_online_draft10,0.1,66,82,56,92,0.6086956521739131,0.6829268292682927,0.8484848484848485
112,1,pipeline_old10_draft005,pure_online_draft10,0.1,170,116,54,232,0.23275862068965517,0.46551724137931033,0.3176470588235294
113,0,pipeline_old10_draft005,pure_online_draft10,0.1,98,145,88,155,0.567741935483871,0.6068965517241379,0.8979591836734694
113,1,pipeline_old10_draft005,pure_online_draft10,0.1,212,133,71,274,0.2591240875912409,0.5338345864661654,0.33490566037735847
114,0,pipeline_old10_draft005,pure_online_draft10,0.1,93,172,79,186,0.42473118279569894,0.45930232558139533,0.8494623655913979
114,1,pipeline_old10_draft005,pure_online_draft10,0.1,231,134,83,282,0.29432624113475175,0.6194029850746269,0.3593073593073593
117,0,pipeline_old10_draft005,pure_online_draft10,0.1,92,134,79,147,0.5374149659863946,0.5895522388059702,0.8586956521739131
117,1,pipeline_old10_draft005,pure_online_draft10,0.1,193,102,36,259,0.138996138996139,0.35294117647058826,0.18652849740932642
118,0,pipeline_old10_draft005,pure_online_draft10,0.1,151,141,86,206,0.4174757281553398,0.6099290780141844,0.5695364238410596
119,0,pipeline_old10_draft005,pure_online_draft10,0.1,91,141,84,148,0.5675675675675675,0.5957446808510638,0.9230769230769231
119,1,pipeline_old10_draft005,pure_online_draft10,0.1,209,118,42,285,0.14736842105263157,0.3559322033898305,0.20095693779904306
120,0,pipeline_old10_draft005,pure_online_draft10,0.1,198,215,115,298,0.3859060402684564,0.5348837209302325,0.5808080808080808
121,0,pipeline_old10_draft005,pure_online_draft10,0.1,91,179,84,186,0.45161290322580644,0.4692737430167598,0.9230769230769231
121,1,pipeline_old10_draft005,pure_online_draft10,0.1,251,187,72,366,0.19672131147540983,0.3850267379679144,0.2868525896414343
123,0,pipeline_old10_draft005,pure_online_draft10,0.1,137,194,123,208,0.5913461538461539,0.634020618556701,0.8978102189781022
123,1,pipeline_old10_draft005,pure_online_draft10,0.1,167,155,110,212,0.5188679245283019,0.7096774193548387,0.6586826347305389
123,2,pipeline_old10_draft005,pure_online_draft10,0.1,238,147,96,289,0.33217993079584773,0.6530612244897959,0.40336134453781514
123,3,pipeline_old10_draft005,pure_online_draft10,0.1,326,168,133,361,0.3684210526315789,0.7916666666666666,0.40797546012269936
125,0,pipeline_old10_draft005,pure_online_draft10,0.1,200,215,117,298,0.3926174496644295,0.5441860465116279,0.585
126,0,pipeline_old10_draft005,pure_online_draft10,0.1,77,131,60,148,0.40540540540540543,0.4580152671755725,0.7792207792207793
126,1,pipeline_old10_draft005,pure_online_draft10,0.1,194,151,47,298,0.15771812080536912,0.31125827814569534,0.2422680412371134
127,0,pipeline_old10_draft005,pure_online_draft10,0.1,120,102,60,162,0.37037037037037035,0.5882352941176471,0.5
128,0,pipeline_old10_draft005,pure_online_draft10,0.1,181,166,85,262,0.3244274809160305,0.5120481927710844,0.4696132596685083
129,0,pipeline_old10_draft005,pure_online_draft10,0.1,209,197,129,277,0.4657039711191336,0.6548223350253807,0.6172248803827751
130,0,pipeline_old10_draft005,pure_online_draft10,0.1,63,95,54,104,0.5192307692307693,0.5684210526315789,0.8571428571428571
130,1,pipeline_old10_draft005,pure_online_draft10,0.1,199,147,80,266,0.3007518796992481,0.54421768707483,0.4020100502512563
131,0,pipeline_old10_draft005,pure_online_draft10,0.1,78,97,56,119,0.47058823529411764,0.5773195876288659,0.717948717948718
131,1,pipeline_old10_draft005,pure_online_draft10,0.1,185,122,105,202,0.5198019801980198,0.860655737704918,0.5675675675675675
133,0,pipeline_old10_draft005,pure_online_draft10,0.1,113,120,67,166,0.4036144578313253,0.5583333333333333,0.5929203539823009
133,1,pipeline_old10_draft005,pure_online_draft10,0.1,187,131,85,233,0.3648068669527897,0.648854961832061,0.45454545454545453
135,0,pipeline_old10_draft005,pure_online_draft10,0.1,88,122,81,129,0.627906976744186,0.6639344262295082,0.9204545454545454
135,1,pipeline_old10_draft005,pure_online_draft10,0.1,223,124,63,284,0.22183098591549297,0.5080645161290323,0.2825112107623318
136,0,pipeline_old10_draft005,pure_online_draft10,0.1,65,79,55,89,0.6179775280898876,0.6962025316455697,0.8461538461538461
136,1,pipeline_old10_draft005,pure_online_draft10,0.1,168,138,52,254,0.2047244094488189,0.37681159420289856,0.30952380952380953
138,0,pipeline_old10_draft005,pure_online_draft10,0.1,104,156,90,170,0.5294117647058824,0.5769230769230769,0.8653846153846154
138,1,pipeline_old10_draft005,pure_online_draft10,0.1,295,195,105,385,0.2727272727272727,0.5384615384615384,0.3559322033898305
141,0,pipeline_old10_draft005,pure_online_draft10,0.1,87,94,60,121,0.49586776859504134,0.6382978723404256,0.6896551724137931
141,1,pipeline_old10_draft005,pure_online_draft10,0.1,214,145,36,323,0.11145510835913312,0.2482758620689655,0.16822429906542055
142,0,pipeline_old10_draft005,pure_online_draft10,0.1,123,179,103,199,0.5175879396984925,0.5754189944134078,0.8373983739837398
142,1,pipeline_old10_draft005,pure_online_draft10,0.1,238,233,141,330,0.42727272727272725,0.6051502145922747,0.592436974789916
143,0,pipeline_old10_draft005,pure_online_draft10,0.1,87,129,80,136,0.5882352941176471,0.6201550387596899,0.9195402298850575
143,1,pipeline_old10_draft005,pure_online_draft10,0.1,161,105,57,209,0.2727272727272727,0.5428571428571428,0.35403726708074534
144,0,pipeline_old10_draft005,pure_online_draft10,0.1,69,99,53,115,0.4608695652173913,0.5353535353535354,0.7681159420289855
144,1,pipeline_old10_draft005,pure_online_draft10,0.1,155,118,53,220,0.2409090909090909,0.4491525423728814,0.3419354838709677
145,0,pipeline_old10_draft005,pure_online_draft10,0.1,86,102,55,133,0.41353383458646614,0.5392156862745098,0.6395348837209303
145,1,pipeline_old10_draft005,pure_online_draft10,0.1,165,140,86,219,0.3926940639269406,0.6142857142857143,0.5212121212121212
146,0,pipeline_old10_draft005,pure_online_draft10,0.1,100,101,73,128,0.5703125,0.7227722772277227,0.73
146,1,pipeline_old10_draft005,pure_online_draft10,0.1,196,172,93,275,0.3381818181818182,0.5406976744186046,0.4744897959183674
147,0,pipeline_old10_draft005,pure_online_draft10,0.1,98,91,65,124,0.5241935483870968,0.7142857142857143,0.6632653061224489
147,1,pipeline_old10_draft005,pure_online_draft10,0.1,216,201,58,359,0.1615598885793872,0.2885572139303483,0.26851851851851855
149,0,pipeline_old10_draft005,pure_online_draft10,0.1,164,179,124,219,0.5662100456621004,0.6927374301675978,0.7560975609756098
150,0,pipeline_old10_draft005,pure_online_draft10,0.1,48,84,37,95,0.3894736842105263,0.44047619047619047,0.7708333333333334
150,1,pipeline_old10_draft005,pure_online_draft10,0.1,230,173,79,324,0.24382716049382716,0.45664739884393063,0.34347826086956523
151,0,pipeline_old10_draft005,pure_online_draft10,0.1,89,93,79,103,0.7669902912621359,0.8494623655913979,0.8876404494382022
151,1,pipeline_old10_draft005,pure_online_draft10,0.1,166,133,83,216,0.38425925925925924,0.6240601503759399,0.5
152,0,pipeline_old10_draft005,pure_online_draft10,0.1,104,169,102,171,0.5964912280701754,0.6035502958579881,0.9807692307692307
152,1,pipeline_old10_draft005,pure_online_draft10,0.1,229,172,129,272,0.4742647058823529,0.75,0.5633187772925764
153,0,pipeline_old10_draft005,pure_online_draft10,0.1,155,133,122,166,0.7349397590361446,0.9172932330827067,0.7870967741935484
154,0,pipeline_old10_draft005,pure_online_draft10,0.1,176,148,104,220,0.4727272727272727,0.7027027027027027,0.5909090909090909
155,0,pipeline_old10_draft005,pure_online_draft10,0.1,106,126,71,161,0.4409937888198758,0.5634920634920635,0.6698113207547169
155,1,pipeline_old10_draft005,pure_online_draft10,0.1,204,153,98,259,0.3783783783783784,0.6405228758169934,0.4803921568627451
156,0,pipeline_old10_draft005,pure_online_draft10,0.1,114,104,81,137,0.5912408759124088,0.7788461538461539,0.7105263157894737
156,1,pipeline_old10_draft005,pure_online_draft10,0.1,188,151,95,244,0.38934426229508196,0.6291390728476821,0.5053191489361702
158,0,pipeline_old10_draft005,pure_online_draft10,0.1,78,139,78,139,0.5611510791366906,0.5611510791366906,1.0
158,1,pipeline_old10_draft005,pure_online_draft10,0.1,182,112,59,235,0.251063829787234,0.5267857142857143,0.3241758241758242
160,0,pipeline_old10_draft005,pure_online_draft10,0.1,95,109,80,124,0.6451612903225806,0.7339449541284404,0.8421052631578947
160,1,pipeline_old10_draft005,pure_online_draft10,0.1,224,197,103,318,0.3238993710691824,0.5228426395939086,0.45982142857142855
161,0,pipeline_old10_draft005,pure_online_draft10,0.1,117,115,72,160,0.45,0.6260869565217392,0.6153846153846154
161,1,pipeline_old10_draft005,pure_online_draft10,0.1,177,181,82,276,0.2971014492753623,0.4530386740331492,0.4632768361581921
162,0,pipeline_old10_draft005,pure_online_draft10,0.1,136,140,73,203,0.35960591133004927,0.5214285714285715,0.5367647058823529
163,0,pipeline_old10_draft005,pure_online_draft10,0.1,55,128,49,134,0.3656716417910448,0.3828125,0.8909090909090909
163,1,pipeline_old10_draft005,pure_online_draft10,0.1,269,189,95,363,0.26170798898071623,0.5026455026455027,0.35315985130111527
164,0,pipeline_old10_draft005,pure_online_draft10,0.1,138,168,107,199,0.5376884422110553,0.6369047619047619,0.7753623188405797
164,1,pipeline_old10_draft005,pure_online_draft10,0.1,243,252,136,359,0.3788300835654596,0.5396825396825397,0.5596707818930041
165,0,pipeline_old10_draft005,pure_online_draft10,0.1,182,167,94,255,0.3686274509803922,0.562874251497006,0.5164835164835165
166,0,pipeline_old10_draft005,pure_online_draft10,0.1,81,131,81,131,0.6183206106870229,0.6183206106870229,1.0
166,1,pipeline_old10_draft005,pure_online_draft10,0.1,247,158,99,306,0.3235294117647059,0.6265822784810127,0.4008097165991903
167,0,pipeline_old10_draft005,pure_online_draft10,0.1,82,124,74,132,0.5606060606060606,0.5967741935483871,0.9024390243902439
167,1,pipeline_old10_draft005,pure_online_draft10,0.1,233,124,74,283,0.26148409893992935,0.5967741935483871,0.31759656652360513
169,0,pipeline_old10_draft005,pure_online_draft10,0.1,121,109,96,134,0.7164179104477612,0.8807339449541285,0.7933884297520661
169,1,pipeline_old10_draft005,pure_online_draft10,0.1,175,156,44,287,0.15331010452961671,0.28205128205128205,0.25142857142857145
173,0,pipeline_old10_draft005,pure_online_draft10,0.1,76,151,66,161,0.40993788819875776,0.4370860927152318,0.868421052631579
173,1,pipeline_old10_draft005,pure_online_draft10,0.1,190,144,55,279,0.1971326164874552,0.3819444444444444,0.2894736842105263
174,0,pipeline_old10_draft005,pure_online_draft10,0.1,114,91,68,137,0.49635036496350365,0.7472527472527473,0.5964912280701754
174,1,pipeline_old10_draft005,pure_online_draft10,0.1,132,122,50,204,0.24509803921568626,0.4098360655737705,0.3787878787878788
176,0,pipeline_old10_draft005,pure_online_draft10,0.1,122,117,71,168,0.4226190476190476,0.6068376068376068,0.5819672131147541
178,0,pipeline_old10_draft005,pure_online_draft10,0.1,58,112,56,114,0.49122807017543857,0.5,0.9655172413793104
178,1,pipeline_old10_draft005,pure_online_draft10,0.1,167,94,39,222,0.17567567567567569,0.4148936170212766,0.23353293413173654
179,0,pipeline_old10_draft005,pure_online_draft10,0.1,55,106,48,113,0.4247787610619469,0.4528301886792453,0.8727272727272727
179,1,pipeline_old10_draft005,pure_online_draft10,0.1,180,114,52,242,0.21487603305785125,0.45614035087719296,0.28888888888888886
180,0,pipeline_old10_draft005,pure_online_draft10,0.1,92,155,74,173,0.4277456647398844,0.4774193548387097,0.8043478260869565
180,1,pipeline_old10_draft005,pure_online_draft10,0.1,202,133,49,286,0.17132867132867133,0.3684210526315789,0.24257425742574257
183,0,pipeline_old10_draft005,pure_online_draft10,0.1,99,159,92,166,0.5542168674698795,0.5786163522012578,0.9292929292929293
183,1,pipeline_old10_draft005,pure_online_draft10,0.1,205,159,43,321,0.13395638629283488,0.27044025157232704,0.2097560975609756
186,0,pipeline_old10_draft005,pure_online_draft10,0.1,96,115,75,136,0.5514705882352942,0.6521739130434783,0.78125
186,1,pipeline_old10_draft005,pure_online_draft10,0.1,188,169,105,252,0.4166666666666667,0.621301775147929,0.5585106382978723
188,0,pipeline_old10_draft005,pure_online_draft10,0.1,59,86,40,105,0.38095238095238093,0.46511627906976744,0.6779661016949152
188,1,pipeline_old10_draft005,pure_online_draft10,0.1,156,118,47,227,0.20704845814977973,0.3983050847457627,0.30128205128205127
191,0,pipeline_old10_draft005,pure_online_draft10,0.1,83,107,58,132,0.4393939393939394,0.5420560747663551,0.6987951807228916
191,1,pipeline_old10_draft005,pure_online_draft10,0.1,188,153,45,296,0.15202702702702703,0.29411764705882354,0.2393617021276596
0,0,pipeline_docgen10,pure_online_draft10,0.1,128,131,18,241,0.07468879668049792,0.13740458015267176,0.140625
1,0,pipeline_docgen10,pure_online_draft10,0.1,125,129,53,201,0.263681592039801,0.4108527131782946,0.424
2,0,pipeline_docgen10,pure_online_draft10,0.1,138,144,53,229,0.2314410480349345,0.3680555555555556,0.38405797101449274
3,0,pipeline_docgen10,pure_online_draft10,0.1,113,115,30,198,0.15151515151515152,0.2608695652173913,0.26548672566371684
3,1,pipeline_docgen10,pure_online_draft10,0.1,131,135,31,235,0.13191489361702127,0.22962962962962963,0.2366412213740458
4,0,pipeline_docgen10,pure_online_draft10,0.1,113,117,41,189,0.21693121693121692,0.3504273504273504,0.36283185840707965
4,1,pipeline_docgen10,pure_online_draft10,0.1,199,207,82,324,0.25308641975308643,0.3961352657004831,0.4120603015075377
6,0,pipeline_docgen10,pure_online_draft10,0.1,144,149,57,236,0.24152542372881355,0.3825503355704698,0.3958333333333333
7,0,pipeline_docgen10,pure_online_draft10,0.1,154,158,70,242,0.2892561983471074,0.4430379746835443,0.45454545454545453
7,1,pipeline_docgen10,pure_online_draft10,0.1,141,146,54,233,0.2317596566523605,0.3698630136986301,0.3829787234042553
9,0,pipeline_docgen10,pure_online_draft10,0.1,195,199,91,303,0.30033003300330036,0.457286432160804,0.4666666666666667
9,1,pipeline_docgen10,pure_online_draft10,0.1,268,272,109,431,0.2529002320185615,0.4007352941176471,0.40671641791044777
10,0,pipeline_docgen10,pure_online_draft10,0.1,146,150,83,213,0.38967136150234744,0.5533333333333333,0.5684931506849316
10,1,pipeline_docgen10,pure_online_draft10,0.1,168,173,108,233,0.463519313304721,0.6242774566473989,0.6428571428571429
11,0,pipeline_docgen10,pure_online_draft10,0.1,119,123,58,184,0.31521739130434784,0.4715447154471545,0.48739495798319327
11,1,pipeline_docgen10,pure_online_draft10,0.1,115,120,27,208,0.12980769230769232,0.225,0.23478260869565218
12,0,pipeline_docgen10,pure_online_draft10,0.1,196,201,84,313,0.268370607028754,0.417910447761194,0.42857142857142855
12,1,pipeline_docgen10,pure_online_draft10,0.1,204,210,60,354,0.1694915254237288,0.2857142857142857,0.29411764705882354
13,0,pipeline_docgen10,pure_online_draft10,0.1,109,114,50,173,0.28901734104046245,0.43859649122807015,0.45871559633027525
13,1,pipeline_docgen10,pure_online_draft10,0.1,200,208,96,312,0.3076923076923077,0.46153846153846156,0.48
14,0,pipeline_docgen10,pure_online_draft10,0.1,103,105,32,176,0.18181818181818182,0.3047619047619048,0.3106796116504854
14,1,pipeline_docgen10,pure_online_draft10,0.1,162,168,65,265,0.24528301886792453,0.3869047619047619,0.4012345679012346
15,0,pipeline_docgen10,pure_online_draft10,0.1,64,67,20,111,0.18018018018018017,0.29850746268656714,0.3125
15,1,pipeline_docgen10,pure_online_draft10,0.1,107,112,25,194,0.12886597938144329,0.22321428571428573,0.2336448598130841
16,0,pipeline_docgen10,pure_online_draft10,0.1,147,151,60,238,0.25210084033613445,0.3973509933774834,0.40816326530612246
16,1,pipeline_docgen10,pure_online_draft10,0.1,213,218,67,364,0.18406593406593408,0.3073394495412844,0.3145539906103286
17,0,pipeline_docgen10,pure_online_draft10,0.1,138,141,60,219,0.273972602739726,0.425531914893617,0.43478260869565216
17,1,pipeline_docgen10,pure_online_draft10,0.1,187,193,94,286,0.32867132867132864,0.48704663212435234,0.5026737967914439
18,0,pipeline_docgen10,pure_online_draft10,0.1,99,102,51,150,0.34,0.5,0.5151515151515151
18,1,pipeline_docgen10,pure_online_draft10,0.1,114,120,48,186,0.25806451612903225,0.4,0.42105263157894735
19,0,pipeline_docgen10,pure_online_draft10,0.1,99,103,44,158,0.27848101265822783,0.42718446601941745,0.4444444444444444
19,1,pipeline_docgen10,pure_online_draft10,0.1,153,158,46,265,0.17358490566037735,0.2911392405063291,0.3006535947712418
20,0,pipeline_docgen10,pure_online_draft10,0.1,147,151,73,225,0.3244444444444444,0.48344370860927155,0.4965986394557823
20,1,pipeline_docgen10,pure_online_draft10,0.1,220,226,83,363,0.22865013774104684,0.3672566371681416,0.37727272727272726
21,0,pipeline_docgen10,pure_online_draft10,0.1,170,174,94,250,0.376,0.5402298850574713,0.5529411764705883
21,1,pipeline_docgen10,pure_online_draft10,0.1,204,211,62,353,0.17563739376770537,0.2938388625592417,0.30392156862745096
24,0,pipeline_docgen10,pure_online_draft10,0.1,152,155,87,220,0.39545454545454545,0.5612903225806452,0.5723684210526315
24,1,pipeline_docgen10,pure_online_draft10,0.1,194,199,113,280,0.4035714285714286,0.5678391959798995,0.5824742268041238
25,0,pipeline_docgen10,pure_online_draft10,0.1,76,78,19,135,0.14074074074074075,0.24358974358974358,0.25
25,1,pipeline_docgen10,pure_online_draft10,0.1,107,112,46,173,0.2658959537572254,0.4107142857142857,0.42990654205607476
26,0,pipeline_docgen10,pure_online_draft10,0.1,148,153,62,239,0.2594142259414226,0.40522875816993464,0.4189189189189189
27,0,pipeline_docgen10,pure_online_draft10,0.1,131,133,61,203,0.30049261083743845,0.45864661654135336,0.46564885496183206
27,1,pipeline_docgen10,pure_online_draft10,0.1,139,144,43,240,0.17916666666666667,0.2986111111111111,0.30935251798561153
32,0,pipeline_docgen10,pure_online_draft10,0.1,141,143,84,200,0.42,0.5874125874125874,0.5957446808510638
32,1,pipeline_docgen10,pure_online_draft10,0.1,167,172,71,268,0.26492537313432835,0.4127906976744186,0.4251497005988024
33,0,pipeline_docgen10,pure_online_draft10,0.1,73,77,12,138,0.08695652173913043,0.15584415584415584,0.1643835616438356
35,0,pipeline_docgen10,pure_online_draft10,0.1,113,117,55,175,0.3142857142857143,0.4700854700854701,0.48672566371681414
35,1,pipeline_docgen10,pure_online_draft10,0.1,117,121,22,216,0.10185185185185185,0.18181818181818182,0.18803418803418803
36,0,pipeline_docgen10,pure_online_draft10,0.1,142,146,75,213,0.352112676056338,0.5136986301369864,0.528169014084507
36,1,pipeline_docgen10,pure_online_draft10,0.1,176,182,71,287,0.24738675958188153,0.3901098901098901,0.4034090909090909
37,0,pipeline_docgen10,pure_online_draft10,0.1,102,107,28,181,0.15469613259668508,0.2616822429906542,0.27450980392156865
37,1,pipeline_docgen10,pure_online_draft10,0.1,123,129,32,220,0.14545454545454545,0.24806201550387597,0.2601626016260163
38,0,pipeline_docgen10,pure_online_draft10,0.1,78,80,18,140,0.12857142857142856,0.225,0.23076923076923078
38,1,pipeline_docgen10,pure_online_draft10,0.1,94,99,22,171,0.1286549707602339,0.2222222222222222,0.23404255319148937
39,0,pipeline_docgen10,pure_online_draft10,0.1,93,96,39,150,0.26,0.40625,0.41935483870967744
39,1,pipeline_docgen10,pure_online_draft10,0.1,128,135,16,247,0.06477732793522267,0.11851851851851852,0.125
40,0,pipeline_docgen10,pure_online_draft10,0.1,105,108,48,165,0.2909090909090909,0.4444444444444444,0.45714285714285713
40,1,pipeline_docgen10,pure_online_draft10,0.1,148,151,28,271,0.1033210332103321,0.18543046357615894,0.1891891891891892
43,0,pipeline_docgen10,pure_online_draft10,0.1,79,83,36,126,0.2857142857142857,0.43373493975903615,0.45569620253164556
43,1,pipeline_docgen10,pure_online_draft10,0.1,95,99,18,176,0.10227272727272728,0.18181818181818182,0.18947368421052632
44,0,pipeline_docgen10,pure_online_draft10,0.1,95,99,30,164,0.18292682926829268,0.30303030303030304,0.3157894736842105
44,1,pipeline_docgen10,pure_online_draft10,0.1,107,110,31,186,0.16666666666666666,0.2818181818181818,0.2897196261682243
44,2,pipeline_docgen10,pure_online_draft10,0.1,156,160,42,274,0.15328467153284672,0.2625,0.2692307692307692
45,0,pipeline_docgen10,pure_online_draft10,0.1,148,153,80,221,0.36199095022624433,0.5228758169934641,0.5405405405405406
45,1,pipeline_docgen10,pure_online_draft10,0.1,174,182,64,292,0.2191780821917808,0.3516483516483517,0.367816091954023
46,0,pipeline_docgen10,pure_online_draft10,0.1,149,152,80,221,0.36199095022624433,0.5263157894736842,0.5369127516778524
46,1,pipeline_docgen10,pure_online_draft10,0.1,187,193,94,286,0.32867132867132864,0.48704663212435234,0.5026737967914439
50,0,pipeline_docgen10,pure_online_draft10,0.1,162,167,90,239,0.37656903765690375,0.5389221556886228,0.5555555555555556
50,1,pipeline_docgen10,pure_online_draft10,0.1,187,192,89,290,0.30689655172413793,0.4635416666666667,0.47593582887700536
50,2,pipeline_docgen10,pure_online_draft10,0.1,187,192,89,290,0.30689655172413793,0.4635416666666667,0.47593582887700536
50,3,pipeline_docgen10,pure_online_draft10,0.1,275,282,120,437,0.2745995423340961,0.425531914893617,0.43636363636363634
51,0,pipeline_docgen10,pure_online_draft10,0.1,102,106,45,163,0.27607361963190186,0.42452830188679247,0.4411764705882353
51,1,pipeline_docgen10,pure_online_draft10,0.1,148,153,62,239,0.2594142259414226,0.40522875816993464,0.4189189189189189
52,0,pipeline_docgen10,pure_online_draft10,0.1,102,106,47,161,0.2919254658385093,0.44339622641509435,0.46078431372549017
52,1,pipeline_docgen10,pure_online_draft10,0.1,130,133,51,212,0.24056603773584906,0.38345864661654133,0.3923076923076923
52,2,pipeline_docgen10,pure_online_draft10,0.1,168,172,47,293,0.16040955631399317,0.27325581395348836,0.27976190476190477
53,0,pipeline_docgen10,pure_online_draft10,0.1,137,141,52,226,0.23008849557522124,0.36879432624113473,0.3795620437956204
54,0,pipeline_docgen10,pure_online_draft10,0.1,93,97,35,155,0.22580645161290322,0.36082474226804123,0.3763440860215054
54,1,pipeline_docgen10,pure_online_draft10,0.1,174,179,71,282,0.25177304964539005,0.39664804469273746,0.40804597701149425
55,0,pipeline_docgen10,pure_online_draft10,0.1,143,149,39,253,0.1541501976284585,0.26174496644295303,0.2727272727272727
56,0,pipeline_docgen10,pure_online_draft10,0.1,123,129,49,203,0.2413793103448276,0.3798449612403101,0.3983739837398374
57,0,pipeline_docgen10,pure_online_draft10,0.1,111,116,54,173,0.31213872832369943,0.46551724137931033,0.4864864864864865
58,0,pipeline_docgen10,pure_online_draft10,0.1,110,114,52,172,0.3023255813953488,0.45614035087719296,0.4727272727272727
